"set"	"subject"	"subject_set"	"session"	"list"	"group"	"age"	"sex"	"hand"	"assist"	"trial"	"file"	"stimulus"	"is_target"	"is_word"	"targettype"	"red"	"is_schwa"	"duration"	"rt"	"rt_end"	"response"	"correctness"	"log_rt"	"preceding_rt"	"log_preceding_rt"	"voctest_correctness"	"jaar"	"spreken"	"luisteren"	"lezen"	"schrijven"	"av_prof"	"lextale.scores"	"p_universally"	"p_french"	"p_dutch"	"r"
"t03"	26	"26 t03"	1	"C1"	"2"	23	"female"	"right"	"Other"	140	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"mismatch"	"u"	"yes"	947	1714	767	5	"yes"	7.44658509915773	1378	7.2283884515736	"correct"	3	1	2	2	1	1.5	-3	"I"	"I"	"I"	"no"
"t03"	1	"1 t03"	1	"A1"	"1"	22	"female"	"right"	"Other"	136	"t03_2_p2_2_mono.wav"	"la m'notte"	"yes"	"yes"	"mismatch"	"r"	"yes"	889	1070	181	5	"yes"	6.97541392745595	1322	7.18690102041163	"correct"	3	1	2	2	1	1.5	-7	"I"	"I"	"I"	"no"
"t03"	14	"14 t03"	1	"D1"	"2"	19	"female"	"right"	"Other"	8	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"mismatch"	"u"	"yes"	947	2556	1609	5	"yes"	7.84619881549743	1944	7.57250298502038	"correct"	3	2	1	2	2	1.75	1	"I"	"I"	"I"	"no"
"t03"	33	"33 t03"	1	"C1"	"1"	18	"female"	"right"	"Ilse"	140	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"match"	"u"	"yes"	947	1411	464	5	"yes"	7.25205395185281	2914	7.97728198675515	"correct"	3	2	3	4	2	2.75	6	"I"	"I"	"I"	"no"
"t03"	45	"45 t03"	1	"A2"	"1"	19	"male"	"right"	"Ilse"	136	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"match"	"u"	"yes"	947	1902	955	5	"yes"	7.55066124310534	1007	6.91473089271856	"correct"	3	1	2	1	1	1.25	-6	"I"	"I"	"I"	"no"
"t03"	27	"27 t03"	1	"C2"	"1"	22	"male"	"right"	"Other"	140	"t03_2_p2_2_mono.wav"	"la m'notte"	"yes"	"yes"	"mismatch"	"r"	"yes"	889	1337	448	5	"yes"	7.19818357710194	1349	7.20711885620776	"correct"	3	1	2	2	1	1.5	11	"I"	"I"	"I"	"no"
"t03"	22	"22 t03"	1	"B1"	"2"	22	"female"	"right"	"Ferdy"	159	"t03_2_p2_2_mono.wav"	"la m'notte"	"yes"	"yes"	"match"	"r"	"yes"	889	1126	237	5	"yes"	7.02642680869964	1416	7.25559127425367	"correct"	3	2	2	2	2	2	-6	"I"	"I"	"I"	"no"
"t03"	16	"16 t03"	1	"D2"	"2"	19	"female"	"right"	"Other"	8	"t03_2_p2_2_mono.wav"	"la m'notte"	"yes"	"yes"	"match"	"r"	"yes"	889	1274	385	5	"yes"	7.14991683613211	1504	7.31588350450979	"correct"	5	1	2	1	1	1.25	1	"I"	"I"	"I"	"no"
"t03"	34	"34 t03"	1	"C1"	"2"	18	"female"	"right"	"Ilse"	140	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"mismatch"	"u"	"yes"	947	1760	813	5	"yes"	7.4730690880322	1951	7.57609734062311	"correct"	3	2	3	3	4	3	-5	"I"	"I"	"I"	"no"
"t03"	46	"46 t03"	1	"A2"	"2"	22	"female"	"right"	"Ilse"	136	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"mismatch"	"u"	"yes"	947	1599	652	5	"yes"	7.37713371283395	2501	7.82444593087762	"correct"	3	2	2	3	2	2.25	-2	"I"	"I"	"I"	"no"
"t03"	28	"28 t03"	1	"C2"	"2"	22	"female"	"right"	"Ferdy"	140	"t03_2_p2_2_mono.wav"	"la m'notte"	"yes"	"yes"	"match"	"r"	"yes"	889	1971	1082	5	"yes"	7.58629630715272	1409	7.25063551189868	"correct"	2	1	2	1	1	1.25	-8	"I"	"I"	"I"	"no"
"t03"	8	"8 t03"	1	"B2"	"2"	22	"female"	"right"	"Other"	159	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"mismatch"	"u"	"yes"	947	1262	315	5	"yes"	7.14045304310116	1925	7.56268124672188	"correct"	3	2	2	2	1	1.75	-4	"I"	"I"	"I"	"no"
"t03"	2	"2 t03"	1	"A1"	"2"	21	"female"	"right"	"Other"	136	"t03_2_p2_2_mono.wav"	"la m'notte"	"yes"	"yes"	"match"	"r"	"yes"	889	1262	373	5	"yes"	7.14045304310116	1250	7.13089883029635	"correct"	3	2	2	3	2	2.25	-2	"I"	"I"	"I"	"no"
"t03"	32	"32 t03"	1	"D2"	"2"	18	"male"	"right"	"Other"	8	"t03_2_p2_2_mono.wav"	"la m'notte"	"yes"	"yes"	"match"	"r"	"yes"	889	1568	679	5	"yes"	7.35755620091035	2246	7.71690613529839	"correct"	3	1	1	1	1	1	-4	"I"	"I"	"I"	"no"
"t03"	51	"51 t03"	1	"B1"	"2"	18	"female"	"right"	"Nadia"	159	"t03_2_p2_2_mono.wav"	"la m'notte"	"yes"	"yes"	"match"	"r"	"yes"	889	1394	505	5	"yes"	7.23993259132047	1146	7.04403289727469	"correct"	6	4	4	4	4	4	-7	"I"	"I"	"I"	"no"
"t03"	29	"29 t03"	1	"D1"	"1"	24	"female"	"right"	"Nadia"	8	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"match"	"u"	"yes"	947	1241	294	5	"yes"	7.12367278520461	1444	7.27517231945277	"correct"	6	2	3	4	2	2.75	-9	"I"	"I"	"I"	"no"
"t03"	43	"43 t03"	1	"A1"	"1"	18	"male"	"right"	"Ilse"	136	"t03_2_p2_2_mono.wav"	"la m'notte"	"yes"	"yes"	"mismatch"	"r"	"yes"	889	1090	201	5	"yes"	6.99393297522319	1552	7.34729970074316	"correct"	3	3	1	5	2	2.75	11	"I"	"I"	"I"	"no"
"t03"	42	"42 t03"	1	"D2"	"1"	20	"male"	"right"	"Ilse"	8	"t03_2_p2_2_mono.wav"	"la m'notte"	"yes"	"yes"	"mismatch"	"r"	"yes"	889	1375	486	5	"yes"	7.22620901010067	1675	7.42356844425917	"correct"	3	2	2	3	1	2	5	"I"	"I"	"I"	"no"
"t03"	25	"25 t03"	1	"C1"	"1"	18	"female"	"right"	"Ferdy"	140	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"match"	"u"	"yes"	947	1073	126	5	"yes"	6.9782137426307	3132	8.04942705711069	"correct"	6	4	4	4	3	3.75	-15	"I"	"I"	"I"	"no"
"t03"	17	"17 t03"	1	"A1"	"1"	18	"male"	"right"	"Other"	136	"t03_2_p2_2_mono.wav"	"la m'notte"	"yes"	"yes"	"mismatch"	"r"	"yes"	889	1683	794	5	"yes"	7.42833319419081	3005	8.00803284696931	"correct"	3	2	1	2	2	1.75	-5	"I"	"I"	"I"	"no"
"t05"	1	"1 t05"	1	"A1"	"1"	22	"female"	"right"	"Other"	148	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"mismatch"	"r"	"yes"	943	978	35	5	"yes"	6.88550967003482	992	6.89972310728487	"correct"	3	1	2	2	1	1.5	-7	"L"	"I"	"I"	"no"
"t05"	23	"23 t05"	1	"B2"	"1"	23	"female"	"right"	"Ferdy"	6	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"mismatch"	"r"	"yes"	943	1193	250	5	"yes"	7.08422642209792	1402	7.24565506759454	"correct"	3	3	2	2	1	2	NA	"L"	"I"	"I"	"no"
"t05"	24	"24 t05"	1	"B2"	"2"	18	"female"	"right"	"Ferdy"	6	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"match"	"r"	"yes"	943	1522	579	5	"yes"	7.32778053842163	1802	7.49665243816828	"correct"	3	1	3	3	1	2	2	"L"	"I"	"I"	"no"
"t05"	20	"20 t05"	1	"A2"	"2"	21	"male"	"right"	"Other"	148	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"mismatch"	"u"	"yes"	967	3478	2511	5	"yes"	8.15421269491423	1644	7.40488757561612	"correct"	2	3	2	2	1	2	-2	"L"	"I"	"I"	"no"
"t05"	26	"26 t05"	1	"C1"	"2"	23	"female"	"right"	"Other"	59	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"mismatch"	"u"	"yes"	967	3082	2115	5	"yes"	8.03333401588006	1583	7.36707705988101	"correct"	3	1	2	2	1	1.5	-3	"L"	"I"	"I"	"no"
"t05"	49	"49 t05"	1	"B2"	"1"	19	"female"	"left"	"Other"	6	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"mismatch"	"r"	"yes"	943	1806	863	1	"yes"	7.49886973397693	2184	7.6889133368648	"correct"	3	1	1	2	2	1.5	-2	"L"	"I"	"I"	"no"
"t05"	3	"3 t05"	1	"A2"	"1"	23	"female"	"left"	"Other"	148	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"match"	"u"	"yes"	967	1438	471	1	"yes"	7.27100853828099	994	6.90173720665657	"correct"	3.5	2	2	3	2	2.25	-3	"L"	"I"	"I"	"no"
"t05"	36	"36 t05"	1	"C2"	"2"	21	"male"	"right"	"Other"	59	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"match"	"r"	"yes"	943	1685	742	5	"yes"	7.42952084278646	1354	7.21081845347222	"correct"	3	2	3	4	2	2.75	-12	"L"	"I"	"I"	"no"
"t05"	45	"45 t05"	1	"A2"	"1"	19	"male"	"right"	"Ilse"	148	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"match"	"u"	"yes"	967	976	9	5	"yes"	6.88346258641309	980	6.88755257166462	"correct"	3	1	2	1	1	1.25	-6	"L"	"I"	"I"	"no"
"t05"	5	"5 t05"	1	"B1"	"1"	20	"female"	"right"	"Other"	6	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"match"	"u"	"yes"	967	1330	363	5	"yes"	7.1929342212158	1612	7.38523092306657	"correct"	2	2	2	2	3	2.25	-3	"L"	"I"	"I"	"no"
"t05"	6	"6 t05"	1	"B1"	"2"	20	"female"	"right"	"Other"	6	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"mismatch"	"u"	"yes"	967	1184	217	5	"yes"	7.07665381544395	1373	7.22475340576797	"correct"	3	1	2	2	1	1.5	-5	"L"	"I"	"I"	"no"
"t05"	33	"33 t05"	1	"C1"	"1"	18	"female"	"right"	"Ilse"	59	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"match"	"u"	"yes"	967	1939	972	5	"yes"	7.56992765524265	1735	7.45876269238096	"correct"	3	2	3	4	2	2.75	6	"L"	"I"	"I"	"no"
"t05"	17	"17 t05"	1	"A1"	"1"	18	"male"	"right"	"Other"	148	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"mismatch"	"r"	"yes"	943	1295	352	5	"yes"	7.16626597413364	1019	6.92657703322272	"correct"	3	2	1	2	2	1.75	-5	"L"	"I"	"I"	"no"
"t05"	21	"21 t05"	1	"B1"	"1"	18	"female"	"right"	"Other"	6	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"match"	"u"	"yes"	967	1395	428	5	"yes"	7.24064969425547	2082	7.64108424917491	"correct"	3	2	1	2	2	1.75	-5	"L"	"I"	"I"	"no"
"t05"	25	"25 t05"	1	"C1"	"1"	18	"female"	"right"	"Ferdy"	59	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"match"	"u"	"yes"	967	1749	782	5	"yes"	7.4667994750186	1064	6.96979066990159	"correct"	6	4	4	4	3	3.75	-15	"L"	"I"	"I"	"no"
"t05"	47	"47 t05"	1	"B1"	"1"	23	"female"	"left"	"Ferdy"	6	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"match"	"u"	"yes"	967	1791	824	1	"yes"	7.49052940206071	1296	7.16703787691222	"correct"	3	1	1	1	1	1	-7	"L"	"I"	"I"	"no"
"t05"	51	"51 t05"	1	"B1"	"2"	18	"female"	"right"	"Nadia"	6	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"mismatch"	"u"	"yes"	967	1721	754	5	"yes"	7.45066079621154	1778	7.48324441607385	"correct"	6	4	4	4	4	4	-7	"L"	"I"	"I"	"no"
"t05"	35	"35 t05"	1	"C2"	"1"	20	"male"	"left"	"Other"	59	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"mismatch"	"r"	"yes"	943	1477	534	1	"yes"	7.29776828253138	1242	7.12447826249342	"correct"	3	2	2	2	1	1.75	4	"L"	"I"	"I"	"no"
"t05"	32	"32 t05"	1	"D2"	"2"	18	"male"	"right"	"Other"	39	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"mismatch"	"u"	"yes"	967	1674	707	5	"yes"	7.42297125104942	2714	7.90617884039481	"correct"	3	1	1	1	1	1	-4	"L"	"I"	"I"	"no"
"t05"	50	"50 t05"	1	"B2"	"2"	18	"female"	"right"	"Nadia"	6	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"match"	"r"	"yes"	943	1367	424	5	"yes"	7.22037383672395	1517	7.32448997934853	"correct"	3	2	2	5	2	2.75	8	"L"	"I"	"I"	"no"
"t05"	30	"30 t05"	1	"D1"	"2"	18	"female"	"right"	"Nadia"	39	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"match"	"r"	"yes"	943	2196	1253	5	"yes"	7.69439280262942	2141	7.66902828858968	"correct"	3	1	2	2	1	1.5	1	"L"	"I"	"I"	"no"
"t05"	9	"9 t05"	1	"C1"	"1"	18	"female"	"right"	"Other"	59	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"match"	"u"	"yes"	967	1711	744	5	"yes"	7.44483327389219	1435	7.26892012819372	"correct"	3	4	3	4	2	3.25	-3	"L"	"I"	"I"	"no"
"t05"	41	"41 t05"	1	"D1"	"1"	19	"male"	"right"	"Ilse"	39	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"mismatch"	"r"	"yes"	943	2106	1163	5	"yes"	7.65254569269392	3049	8.02256894698825	"correct"	3	3	3	3	2	2.75	-6	"L"	"I"	"I"	"no"
"t05"	12	"12 t05"	1	"C2"	"2"	20	"female"	"right"	"Ferdy"	59	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"match"	"r"	"yes"	943	1169	226	5	"yes"	7.06390396147207	1287	7.16006920759613	"correct"	2	2	2	1	1	1.5	-9	"L"	"I"	"I"	"no"
"t05"	27	"27 t05"	1	"C2"	"1"	22	"male"	"right"	"Other"	59	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"mismatch"	"r"	"yes"	943	1446	503	5	"yes"	7.27655640271871	1692	7.43366654016617	"correct"	3	1	2	2	1	1.5	11	"L"	"I"	"I"	"no"
"t05"	2	"2 t05"	1	"A1"	"2"	21	"female"	"right"	"Other"	148	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"match"	"r"	"yes"	943	2770	1827	5	"yes"	7.92660259918138	2127	7.66246781520024	"correct"	3	2	2	3	2	2.25	-2	"L"	"I"	"I"	"no"
"t05"	42	"42 t05"	1	"D2"	"1"	20	"male"	"right"	"Ilse"	39	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"match"	"u"	"yes"	967	1291	324	5	"yes"	7.16317239084664	1585	7.36833968631138	"correct"	3	2	2	3	1	2	5	"L"	"I"	"I"	"no"
"t05"	16	"16 t05"	1	"D2"	"2"	19	"female"	"right"	"Other"	39	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"mismatch"	"u"	"yes"	967	2264	1297	5	"yes"	7.72488843932307	1447	7.27724772663148	"correct"	5	1	2	1	1	1.25	1	"L"	"I"	"I"	"no"
"t05"	13	"13 t05"	1	"D1"	"1"	21	"male"	"right"	"Nadia"	39	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"mismatch"	"r"	"yes"	943	1980	1037	5	"yes"	7.59085212368858	1871	7.53422832627409	"correct"	3	3	3	4	2	3	3	"L"	"I"	"I"	"no"
"t05"	8	"8 t05"	1	"B2"	"2"	22	"female"	"right"	"Other"	6	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"match"	"r"	"yes"	943	1440	497	5	"yes"	7.27239839257005	1517	7.32448997934853	"correct"	3	2	2	2	1	1.75	-4	"L"	"I"	"I"	"no"
"t05"	11	"11 t05"	1	"C2"	"1"	20	"female"	"right"	"Other"	59	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"mismatch"	"r"	"yes"	943	1326	383	5	"yes"	7.18992217074581	1117	7.0184017990692	"correct"	3	1	2	2	1	1.5	7	"L"	"I"	"I"	"no"
"t05"	7	"7 t05"	1	"B2"	"1"	19	"female"	"right"	"Other"	6	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"mismatch"	"r"	"yes"	943	1545	602	5	"yes"	7.34277918933185	1547	7.34407285057307	"correct"	3	1	1	1	1	1	-6	"L"	"I"	"I"	"no"
"t05"	22	"22 t05"	1	"B1"	"2"	22	"female"	"right"	"Ferdy"	6	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"mismatch"	"u"	"yes"	967	1928	961	5	"yes"	7.56423847517049	1067	6.97260625130175	"correct"	3	2	2	2	2	2	-6	"L"	"I"	"I"	"no"
"t05"	29	"29 t05"	1	"D1"	"1"	24	"female"	"right"	"Nadia"	39	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"mismatch"	"r"	"yes"	943	1776	833	5	"yes"	7.48211892355212	1653	7.41034709782102	"correct"	6	2	3	4	2	2.75	-9	"L"	"I"	"I"	"no"
"t05"	43	"43 t05"	1	"A1"	"1"	18	"male"	"right"	"Ilse"	148	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"mismatch"	"r"	"yes"	943	1290	347	5	"yes"	7.16239749735572	1632	7.39756153552405	"correct"	3	3	1	5	2	2.75	11	"L"	"I"	"I"	"no"
"t05"	34	"34 t05"	1	"C1"	"2"	18	"female"	"right"	"Ilse"	59	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"mismatch"	"u"	"yes"	967	1507	540	5	"yes"	7.3178761986265	1428	7.26403014289953	"correct"	3	2	3	3	4	3	-5	"L"	"I"	"I"	"no"
"t05"	10	"10 t05"	1	"C1"	"2"	19	"female"	"left"	"Other"	59	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"mismatch"	"u"	"yes"	967	1489	522	1	"yes"	7.30586003268401	1353	7.21007962817079	"correct"	3	3	1	2	3	2.25	4	"L"	"I"	"I"	"no"
"t05"	28	"28 t05"	1	"C2"	"2"	22	"female"	"right"	"Ferdy"	59	"t05_2_p3_2_mono.wav"	"le g'nièvre"	"yes"	"yes"	"match"	"r"	"yes"	943	1461	518	5	"yes"	7.2868764117507	1114	7.01571242048723	"correct"	2	1	2	1	1	1.25	-8	"L"	"I"	"I"	"no"
"t05"	46	"46 t05"	1	"A2"	"2"	22	"female"	"right"	"Ilse"	148	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"mismatch"	"u"	"yes"	967	1491	524	5	"yes"	7.30720231476474	1292	7.16394668434255	"correct"	3	2	2	3	2	2.25	-2	"L"	"I"	"I"	"no"
"t06"	1	"1 t06"	1	"A1"	"1"	22	"female"	"right"	"Other"	139	"t06_1_p1_2_mono.wav"	"le recel"	"yes"	"yes"	"match"	"u"	"yes"	938	1236	298	5	"yes"	7.11963563801764	1598	7.37650812632622	"correct"	3	1	2	2	1	1.5	-7	"I"	"I"	"I"	"yes"
"t06"	35	"35 t06"	1	"C2"	"1"	20	"male"	"left"	"Other"	10	"t06_2_p2_2_mono.wav"	"le r'cel"	"yes"	"yes"	"mismatch"	"r"	"yes"	902	1532	630	1	"yes"	7.33432935030054	1580	7.36518012602101	"wrong"	3	2	2	2	1	1.75	4	"I"	"I"	"I"	"yes"
"t06"	23	"23 t06"	1	"B2"	"1"	23	"female"	"right"	"Ferdy"	66	"t06_1_p1_2_mono.wav"	"le recel"	"yes"	"yes"	"match"	"u"	"yes"	938	1348	410	5	"yes"	7.20637729147225	2229	7.70930833338587	"correct"	3	3	2	2	1	2	NA	"I"	"I"	"I"	"yes"
"t06"	47	"47 t06"	1	"B1"	"1"	23	"female"	"left"	"Ferdy"	66	"t06_2_p2_2_mono.wav"	"le r'cel"	"yes"	"yes"	"mismatch"	"r"	"yes"	902	1848	946	1	"yes"	7.52185925220163	2084	7.64204440287326	"correct"	3	1	1	1	1	1	-7	"I"	"I"	"I"	"yes"
"t06"	32	"32 t06"	1	"D2"	"2"	18	"male"	"right"	"Other"	24	"t06_2_p2_2_mono.wav"	"le r'cel"	"yes"	"yes"	"match"	"r"	"yes"	902	2568	1666	5	"yes"	7.85088266480985	3514	8.16451026874704	"correct"	3	1	1	1	1	1	-4	"I"	"I"	"I"	"yes"
"t06"	15	"15 t06"	1	"D1"	"1"	20	"female"	"right"	"Other"	24	"t06_1_p1_2_mono.wav"	"le recel"	"yes"	"yes"	"match"	"u"	"yes"	938	2714	1776	5	"yes"	7.90617884039481	2259	7.722677516468	"correct"	6	4	3	3	3	3.25	-4	"I"	"I"	"I"	"yes"
"t06"	50	"50 t06"	1	"B2"	"2"	18	"female"	"right"	"Nadia"	66	"t06_1_p1_2_mono.wav"	"le recel"	"yes"	"yes"	"mismatch"	"u"	"yes"	938	1283	345	5	"yes"	7.15695636461564	3513	8.16422565226583	"correct"	3	2	2	5	2	2.75	8	"I"	"I"	"I"	"yes"
"t06"	16	"16 t06"	1	"D2"	"2"	19	"female"	"right"	"Other"	24	"t06_2_p2_2_mono.wav"	"le r'cel"	"yes"	"yes"	"match"	"r"	"yes"	902	2015	1113	5	"yes"	7.60837447438078	1221	7.1074254741107	"correct"	5	1	2	1	1	1.25	1	"I"	"I"	"I"	"yes"
"t06"	49	"49 t06"	1	"B2"	"1"	19	"female"	"left"	"Other"	66	"t06_1_p1_2_mono.wav"	"le recel"	"yes"	"yes"	"match"	"u"	"yes"	938	1884	946	1	"yes"	7.54115245513631	1804	7.49776170062257	"wrong"	3	1	1	2	2	1.5	-2	"I"	"I"	"I"	"yes"
"t06"	24	"24 t06"	1	"B2"	"2"	18	"female"	"right"	"Ferdy"	66	"t06_1_p1_2_mono.wav"	"le recel"	"yes"	"yes"	"mismatch"	"u"	"yes"	938	1738	800	5	"yes"	7.46049030582534	1078	6.98286275146894	"wrong"	3	1	3	3	1	2	2	"I"	"I"	"I"	"yes"
"t06"	3	"3 t06"	1	"A2"	"1"	23	"female"	"left"	"Other"	139	"t06_2_p2_2_mono.wav"	"le r'cel"	"yes"	"yes"	"mismatch"	"r"	"yes"	902	1788	886	1	"yes"	7.48885295573346	1589	7.37086016653672	"correct"	3.5	2	2	3	2	2.25	-3	"I"	"I"	"I"	"yes"
"t06"	8	"8 t06"	1	"B2"	"2"	22	"female"	"right"	"Other"	66	"t06_1_p1_2_mono.wav"	"le recel"	"yes"	"yes"	"mismatch"	"u"	"yes"	938	1374	436	5	"yes"	7.22548147278229	2465	7.80994708647679	"correct"	3	2	2	2	1	1.75	-4	"I"	"I"	"I"	"yes"
"t06"	21	"21 t06"	1	"B1"	"1"	18	"female"	"right"	"Other"	66	"t06_2_p2_2_mono.wav"	"le r'cel"	"yes"	"yes"	"mismatch"	"r"	"yes"	902	1174	272	5	"yes"	7.06817200038804	1859	7.52779398772144	"correct"	3	2	1	2	2	1.75	-5	"I"	"I"	"I"	"yes"
"t06"	13	"13 t06"	1	"D1"	"1"	21	"male"	"right"	"Nadia"	24	"t06_1_p1_2_mono.wav"	"le recel"	"yes"	"yes"	"match"	"u"	"yes"	938	1370	432	5	"yes"	7.22256601882217	1417	7.25629723969068	"correct"	3	3	3	4	2	3	3	"I"	"I"	"I"	"yes"
"t06"	33	"33 t06"	1	"C1"	"1"	18	"female"	"right"	"Ilse"	10	"t06_1_p1_2_mono.wav"	"le recel"	"yes"	"yes"	"match"	"u"	"yes"	938	2081	1143	5	"yes"	7.64060382639363	5606	8.63159273172473	"correct"	3	2	3	4	2	2.75	6	"I"	"I"	"I"	"yes"
"t06"	51	"51 t06"	1	"B1"	"2"	18	"female"	"right"	"Nadia"	66	"t06_2_p2_2_mono.wav"	"le r'cel"	"yes"	"yes"	"match"	"r"	"yes"	902	1511	609	5	"yes"	7.32052696227274	1583	7.36707705988101	"correct"	6	4	4	4	4	4	-7	"I"	"I"	"I"	"yes"
"t06"	6	"6 t06"	1	"B1"	"2"	20	"female"	"right"	"Other"	66	"t06_2_p2_2_mono.wav"	"le r'cel"	"yes"	"yes"	"match"	"r"	"yes"	902	1112	210	5	"yes"	7.01391547481053	2044	7.6226639513236	"correct"	3	1	2	2	1	1.5	-5	"I"	"I"	"I"	"yes"
"t06"	12	"12 t06"	1	"C2"	"2"	20	"female"	"right"	"Ferdy"	10	"t06_2_p2_2_mono.wav"	"le r'cel"	"yes"	"yes"	"match"	"r"	"yes"	902	1652	750	5	"yes"	7.40974195408092	1446	7.27655640271871	"wrong"	2	2	2	1	1	1.5	-9	"I"	"I"	"I"	"yes"
"t06"	45	"45 t06"	1	"A2"	"1"	19	"male"	"right"	"Ilse"	139	"t06_2_p2_2_mono.wav"	"le r'cel"	"yes"	"yes"	"mismatch"	"r"	"yes"	902	1496	594	5	"yes"	7.31055015853442	1653	7.41034709782102	"correct"	3	1	2	1	1	1.25	-6	"I"	"I"	"I"	"yes"
"t06"	17	"17 t06"	1	"A1"	"1"	18	"male"	"right"	"Other"	139	"t06_1_p1_2_mono.wav"	"le recel"	"yes"	"yes"	"match"	"u"	"yes"	938	1587	649	5	"yes"	7.36960072052641	1659	7.41397029019044	"wrong"	3	2	1	2	2	1.75	-5	"I"	"I"	"I"	"yes"
"t06"	27	"27 t06"	1	"C2"	"1"	22	"male"	"right"	"Other"	10	"t06_2_p2_2_mono.wav"	"le r'cel"	"yes"	"yes"	"mismatch"	"r"	"yes"	902	1363	461	5	"yes"	7.21744343169653	1114	7.01571242048723	"correct"	3	1	2	2	1	1.5	11	"I"	"I"	"I"	"yes"
"t06"	10	"10 t06"	1	"C1"	"2"	19	"female"	"left"	"Other"	10	"t06_1_p1_2_mono.wav"	"le recel"	"yes"	"yes"	"mismatch"	"u"	"yes"	938	1304	366	1	"yes"	7.1731917424866	1184	7.07665381544395	"correct"	3	3	1	2	3	2.25	4	"I"	"I"	"I"	"yes"
"t06"	42	"42 t06"	1	"D2"	"1"	20	"male"	"right"	"Ilse"	24	"t06_2_p2_2_mono.wav"	"le r'cel"	"yes"	"yes"	"mismatch"	"r"	"yes"	902	1285	383	5	"yes"	7.15851399732932	1835	7.51479976048867	"correct"	3	2	2	3	1	2	5	"I"	"I"	"I"	"yes"
"t06"	14	"14 t06"	1	"D1"	"2"	19	"female"	"right"	"Other"	24	"t06_1_p1_2_mono.wav"	"le recel"	"yes"	"yes"	"mismatch"	"u"	"yes"	938	2311	1373	5	"yes"	7.74543561027438	1519	7.32580750259577	"correct"	3	2	1	2	2	1.75	1	"I"	"I"	"I"	"yes"
