"set"	"subject"	"subject_set"	"session"	"list"	"group"	"age"	"sex"	"hand"	"assist"	"trial"	"file"	"stimulus"	"is_target"	"is_word"	"targettype"	"red"	"is_schwa"	"duration"	"rt"	"rt_end"	"response"	"correctness"	"log_rt"	"preceding_rt"	"log_preceding_rt"	"voctest_correctness"	"jaar"	"spreken"	"luisteren"	"lezen"	"schrijven"	"av_prof"	"lextale.scores"	"p_universally"	"p_french"	"p_dutch"	"r"
"t01"	7	"7 t01"	1	"B2"	"1"	19	"female"	"right"	"Other"	23	"t01_2_p4_2_mono.wav"	"la b'lette"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1371	492	5	"yes"	7.22329567956231	1888	7.54327334670545	"correct"	3	1	1	1	1	1	-6	"L"	"L"	"L"	"no"
"t01"	13	"13 t01"	1	"D1"	"1"	21	"male"	"right"	"Nadia"	142	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"match"	"u"	"yes"	930	1157	227	5	"yes"	7.05358572719368	1751	7.46794233228585	"correct"	3	3	3	4	2	3	3	"L"	"L"	"L"	"no"
"t01"	36	"36 t01"	1	"C2"	"2"	21	"male"	"right"	"Other"	63	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"mismatch"	"u"	"yes"	930	1824	894	5	"yes"	7.50878717063428	2133	7.66528471847135	"correct"	3	2	3	4	2	2.75	-12	"L"	"L"	"L"	"no"
"t01"	41	"41 t01"	1	"D1"	"1"	19	"male"	"right"	"Ilse"	142	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"match"	"u"	"yes"	930	1108	178	5	"yes"	7.01031186730723	1412	7.25276241805319	"wrong"	3	3	3	3	2	2.75	-6	"L"	"L"	"L"	"no"
"t01"	35	"35 t01"	1	"C2"	"1"	20	"male"	"left"	"Other"	63	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"match"	"u"	"yes"	930	1294	364	1	"yes"	7.16549347506085	1193	7.08422642209792	"correct"	3	2	2	2	1	1.75	4	"L"	"L"	"L"	"no"
"t01"	23	"23 t01"	1	"B2"	"1"	23	"female"	"right"	"Ferdy"	23	"t01_2_p4_2_mono.wav"	"la b'lette"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1559	680	5	"yes"	7.35179986905778	1597	7.37588214821501	"correct"	3	3	2	2	1	2	NA	"L"	"L"	"L"	"no"
"t01"	26	"26 t01"	1	"C1"	"2"	23	"female"	"right"	"Other"	63	"t01_2_p4_2_mono.wav"	"la b'lette"	"yes"	"yes"	"match"	"r"	"yes"	879	1650	771	5	"yes"	7.40853056689463	1406	7.24850407237061	"correct"	3	1	2	2	1	1.5	-3	"L"	"L"	"L"	"no"
"t01"	32	"32 t01"	1	"D2"	"2"	18	"male"	"right"	"Other"	142	"t01_2_p4_2_mono.wav"	"la b'lette"	"yes"	"yes"	"match"	"r"	"yes"	879	2394	1515	5	"yes"	7.78072088611792	3993	8.29229810706322	"correct"	3	1	1	1	1	1	-4	"L"	"L"	"L"	"no"
"t01"	9	"9 t01"	1	"C1"	"1"	18	"female"	"right"	"Other"	63	"t01_2_p4_2_mono.wav"	"la b'lette"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1592	713	5	"yes"	7.37274636640433	1808	7.49997654095212	"wrong"	3	4	3	4	2	3.25	-3	"L"	"L"	"L"	"no"
"t01"	1	"1 t01"	1	"A1"	"1"	22	"female"	"right"	"Other"	116	"t01_2_p4_2_mono.wav"	"la b'lette"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1150	271	5	"yes"	7.0475172213573	910	6.8134445995109	"correct"	3	1	2	2	1	1.5	-7	"L"	"L"	"L"	"no"
"t01"	30	"30 t01"	1	"D1"	"2"	18	"female"	"right"	"Nadia"	142	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"mismatch"	"u"	"yes"	930	1275	345	5	"yes"	7.15070145759253	1013	6.92067150424868	"wrong"	3	1	2	2	1	1.5	1	"L"	"L"	"L"	"no"
"t01"	5	"5 t01"	1	"B1"	"1"	20	"female"	"right"	"Other"	23	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"match"	"u"	"yes"	930	1115	185	5	"yes"	7.01660968389422	1360	7.2152399787301	"correct"	2	2	2	2	3	2.25	-3	"L"	"L"	"L"	"no"
"t01"	15	"15 t01"	1	"D1"	"1"	20	"female"	"right"	"Other"	142	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"match"	"u"	"yes"	930	1274	344	5	"yes"	7.14991683613211	3348	8.11611843160937	"correct"	6	4	3	3	3	3.25	-4	"L"	"L"	"L"	"no"
"t01"	20	"20 t01"	1	"A2"	"2"	21	"male"	"right"	"Other"	116	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"mismatch"	"u"	"yes"	930	1200	270	5	"yes"	7.09007683577609	1225	7.11069612297883	"correct"	2	3	2	2	1	2	-2	"L"	"L"	"L"	"no"
"t01"	21	"21 t01"	1	"B1"	"1"	18	"female"	"right"	"Other"	23	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"match"	"u"	"yes"	930	1172	242	5	"yes"	7.06646697013696	1273	7.14913159855741	"correct"	3	2	1	2	2	1.75	-5	"L"	"L"	"L"	"no"
"t01"	28	"28 t01"	1	"C2"	"2"	22	"female"	"right"	"Ferdy"	63	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"mismatch"	"u"	"yes"	930	1323	393	5	"yes"	7.18765716411496	1677	7.42476176182321	"correct"	2	1	2	1	1	1.25	-8	"L"	"L"	"L"	"no"
"t01"	45	"45 t01"	1	"A2"	"1"	19	"male"	"right"	"Ilse"	116	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"match"	"u"	"yes"	930	904	-26	5	"yes"	6.80682936039218	1004	6.91174730025167	"correct"	3	1	2	1	1	1.25	-6	"L"	"L"	"L"	"no"
"t01"	27	"27 t01"	1	"C2"	"1"	22	"male"	"right"	"Other"	63	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"match"	"u"	"yes"	930	1062	132	5	"yes"	6.96790920180188	1166	7.06133436691044	"correct"	3	1	2	2	1	1.5	11	"L"	"L"	"L"	"no"
"t01"	2	"2 t01"	1	"A1"	"2"	21	"female"	"right"	"Other"	116	"t01_2_p4_2_mono.wav"	"la b'lette"	"yes"	"yes"	"match"	"r"	"yes"	879	1593	714	5	"yes"	7.37337430991005	1317	7.18311170174328	"correct"	3	2	2	3	2	2.25	-2	"L"	"L"	"L"	"no"
"t01"	10	"10 t01"	1	"C1"	"2"	19	"female"	"left"	"Other"	63	"t01_2_p4_2_mono.wav"	"la b'lette"	"yes"	"yes"	"match"	"r"	"yes"	879	1249	370	1	"yes"	7.13009851012558	1247	7.12849594568004	"correct"	3	3	1	2	3	2.25	4	"L"	"L"	"L"	"no"
"t01"	24	"24 t01"	1	"B2"	"2"	18	"female"	"right"	"Ferdy"	23	"t01_2_p4_2_mono.wav"	"la b'lette"	"yes"	"yes"	"match"	"r"	"yes"	879	1264	385	5	"yes"	7.1420365747068	2144	7.67042852219069	"correct"	3	1	3	3	1	2	2	"L"	"L"	"L"	"no"
"t01"	6	"6 t01"	1	"B1"	"2"	20	"female"	"right"	"Other"	23	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"mismatch"	"u"	"yes"	930	1343	413	5	"yes"	7.20266119652324	1483	7.30182234213793	"correct"	3	1	2	2	1	1.5	-5	"L"	"L"	"L"	"no"
"t01"	47	"47 t01"	1	"B1"	"1"	23	"female"	"left"	"Ferdy"	23	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"match"	"u"	"yes"	930	1345	415	1	"yes"	7.20414929203594	1872	7.53476265703754	"correct"	3	1	1	1	1	1	-7	"L"	"L"	"L"	"no"
"t01"	14	"14 t01"	1	"D1"	"2"	19	"female"	"right"	"Other"	142	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"mismatch"	"u"	"yes"	930	1153	223	5	"yes"	7.05012252026906	1129	7.02908756414966	"correct"	3	2	1	2	2	1.75	1	"L"	"L"	"L"	"no"
"t01"	25	"25 t01"	1	"C1"	"1"	18	"female"	"right"	"Ferdy"	63	"t01_2_p4_2_mono.wav"	"la b'lette"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1344	465	5	"yes"	7.20340552108309	1394	7.23993259132047	"correct"	6	4	4	4	3	3.75	-15	"L"	"L"	"L"	"no"
"t01"	33	"33 t01"	1	"C1"	"1"	18	"female"	"right"	"Ilse"	63	"t01_2_p4_2_mono.wav"	"la b'lette"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1747	868	5	"yes"	7.46565531013406	1525	7.32974968904151	"correct"	3	2	3	4	2	2.75	6	"L"	"L"	"L"	"no"
"t01"	34	"34 t01"	1	"C1"	"2"	18	"female"	"right"	"Ilse"	63	"t01_2_p4_2_mono.wav"	"la b'lette"	"yes"	"yes"	"match"	"r"	"yes"	879	2401	1522	5	"yes"	7.78364059622125	1430	7.26542972325395	"correct"	3	2	3	3	4	3	-5	"L"	"L"	"L"	"no"
"t01"	46	"46 t01"	1	"A2"	"2"	22	"female"	"right"	"Ilse"	116	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"mismatch"	"u"	"yes"	930	3364	2434	5	"yes"	8.12088602109284	2241	7.71467747380093	"correct"	3	2	2	3	2	2.25	-2	"L"	"L"	"L"	"no"
"t01"	18	"18 t01"	1	"A1"	"2"	21	"male"	"right"	"Other"	116	"t01_2_p4_2_mono.wav"	"la b'lette"	"yes"	"yes"	"match"	"r"	"yes"	879	1622	743	5	"yes"	7.39141523467536	1098	7.00124562206948	"wrong"	3	2	3	4	3	3	-3	"L"	"L"	"L"	"no"
"t01"	29	"29 t01"	1	"D1"	"1"	24	"female"	"right"	"Nadia"	142	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"match"	"u"	"yes"	930	1584	654	5	"yes"	7.36770857237437	1535	7.3362856600213	"correct"	6	2	3	4	2	2.75	-9	"L"	"L"	"L"	"no"
"t01"	22	"22 t01"	1	"B1"	"2"	22	"female"	"right"	"Ferdy"	23	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"mismatch"	"u"	"yes"	930	1006	76	5	"yes"	6.91373735065968	1245	7.12689080889881	"correct"	3	2	2	2	2	2	-6	"L"	"L"	"L"	"no"
"t01"	51	"51 t01"	1	"B1"	"2"	18	"female"	"right"	"Nadia"	23	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"mismatch"	"u"	"yes"	930	1384	454	5	"yes"	7.23273313617761	1588	7.37023064180708	"correct"	6	4	4	4	4	4	-7	"L"	"L"	"L"	"no"
"t01"	43	"43 t01"	1	"A1"	"1"	18	"male"	"right"	"Ilse"	116	"t01_2_p4_2_mono.wav"	"la b'lette"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1452	573	5	"yes"	7.28069719538474	1665	7.41758040241454	"correct"	3	3	1	5	2	2.75	11	"L"	"L"	"L"	"no"
"t01"	50	"50 t01"	1	"B2"	"2"	18	"female"	"right"	"Nadia"	23	"t01_2_p4_2_mono.wav"	"la b'lette"	"yes"	"yes"	"match"	"r"	"yes"	879	1610	731	5	"yes"	7.38398945797851	1879	7.53849499941346	"correct"	3	2	2	5	2	2.75	8	"L"	"L"	"L"	"no"
"t02"	23	"23 t02"	1	"B2"	"1"	23	"female"	"right"	"Ferdy"	33	"t02_2_p3_2_mono.wav"	"la l'vrette"	"yes"	"yes"	"mismatch"	"r"	"yes"	888	1282	394	5	"yes"	7.15617663748062	1416	7.25559127425367	"wrong"	3	3	2	2	1	2	NA	"I"	"I"	"I"	"no"
"t02"	15	"15 t02"	1	"D1"	"1"	20	"female"	"right"	"Other"	56	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"match"	"u"	"yes"	856	2722	1866	5	"yes"	7.90912218321141	4651	8.4448375292241	"wrong"	6	4	3	3	3	3.25	-4	"I"	"I"	"I"	"no"
"t02"	36	"36 t02"	1	"C2"	"2"	21	"male"	"right"	"Other"	171	"t02_2_p3_2_mono.wav"	"la l'vrette"	"yes"	"yes"	"match"	"r"	"yes"	888	1285	397	5	"yes"	7.15851399732932	2106	7.65254569269392	"correct"	3	2	3	4	2	2.75	-12	"I"	"I"	"I"	"no"
"t02"	7	"7 t02"	1	"B2"	"1"	19	"female"	"right"	"Other"	33	"t02_2_p3_2_mono.wav"	"la l'vrette"	"yes"	"yes"	"mismatch"	"r"	"yes"	888	1181	293	5	"yes"	7.07411681619736	1913	7.55642796944025	"correct"	3	1	1	1	1	1	-6	"I"	"I"	"I"	"no"
"t02"	1	"1 t02"	1	"A1"	"1"	22	"female"	"right"	"Other"	118	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"match"	"u"	"yes"	856	1057	201	5	"yes"	6.96318998587024	1645	7.40549566319947	"correct"	3	1	2	2	1	1.5	-7	"I"	"I"	"I"	"no"
"t02"	5	"5 t02"	1	"B1"	"1"	20	"female"	"right"	"Other"	33	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"match"	"u"	"yes"	856	2113	1257	5	"yes"	7.65586401761606	1090	6.99393297522319	"correct"	2	2	2	2	3	2.25	-3	"I"	"I"	"I"	"no"
"t02"	49	"49 t02"	1	"B2"	"1"	19	"female"	"left"	"Other"	33	"t02_2_p3_2_mono.wav"	"la l'vrette"	"yes"	"yes"	"mismatch"	"r"	"yes"	888	1286	398	1	"yes"	7.15929190479756	1549	7.34536484041687	"correct"	3	1	1	2	2	1.5	-2	"I"	"I"	"I"	"no"
"t02"	26	"26 t02"	1	"C1"	"2"	23	"female"	"right"	"Other"	171	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"mismatch"	"u"	"yes"	856	2256	1400	5	"yes"	7.72134861261795	1466	7.2902928824466	"correct"	3	1	2	2	1	1.5	-3	"I"	"I"	"I"	"no"
"t02"	45	"45 t02"	1	"A2"	"1"	19	"male"	"right"	"Ilse"	118	"t02_2_p3_2_mono.wav"	"la l'vrette"	"yes"	"yes"	"mismatch"	"r"	"yes"	888	1478	590	5	"yes"	7.29844510150815	9212	9.12826226094058	"correct"	3	1	2	1	1	1.25	-6	"I"	"I"	"I"	"no"
"t02"	16	"16 t02"	1	"D2"	"2"	19	"female"	"right"	"Other"	56	"t02_2_p3_2_mono.wav"	"la l'vrette"	"yes"	"yes"	"match"	"r"	"yes"	888	1335	447	5	"yes"	7.19668657083435	1182	7.07496319796604	"wrong"	5	1	2	1	1	1.25	1	"I"	"I"	"I"	"no"
"t02"	8	"8 t02"	1	"B2"	"2"	22	"female"	"right"	"Other"	33	"t02_2_p3_2_mono.wav"	"la l'vrette"	"yes"	"yes"	"match"	"r"	"yes"	888	1605	717	5	"yes"	7.38087903556412	1417	7.25629723969068	"correct"	3	2	2	2	1	1.75	-4	"I"	"I"	"I"	"no"
"t02"	35	"35 t02"	1	"C2"	"1"	20	"male"	"left"	"Other"	171	"t02_2_p3_2_mono.wav"	"la l'vrette"	"yes"	"yes"	"mismatch"	"r"	"yes"	888	3507	2619	1	"yes"	8.16251625014018	1445	7.27586460054653	"wrong"	3	2	2	2	1	1.75	4	"I"	"I"	"I"	"no"
"t02"	21	"21 t02"	1	"B1"	"1"	18	"female"	"right"	"Other"	33	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"match"	"u"	"yes"	856	1420	564	5	"yes"	7.25841215059531	1642	7.40367029001237	"wrong"	3	2	1	2	2	1.75	-5	"I"	"I"	"I"	"no"
"t02"	47	"47 t02"	1	"B1"	"1"	23	"female"	"left"	"Ferdy"	33	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"match"	"u"	"yes"	856	1184	328	1	"yes"	7.07665381544395	2013	7.60738142563979	"correct"	3	1	1	1	1	1	-7	"I"	"I"	"I"	"no"
"t02"	17	"17 t02"	1	"A1"	"1"	18	"male"	"right"	"Other"	118	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"match"	"u"	"yes"	856	2006	1150	5	"yes"	7.60389796852188	2970	7.99631723179675	"correct"	3	2	1	2	2	1.75	-5	"I"	"I"	"I"	"no"
"t02"	13	"13 t02"	1	"D1"	"1"	21	"male"	"right"	"Nadia"	56	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"match"	"u"	"yes"	856	1309	453	5	"yes"	7.1770187659099	6081	8.71292443512011	"correct"	3	3	3	4	2	3	3	"I"	"I"	"I"	"no"
"t02"	12	"12 t02"	1	"C2"	"2"	20	"female"	"right"	"Ferdy"	171	"t02_2_p3_2_mono.wav"	"la l'vrette"	"yes"	"yes"	"match"	"r"	"yes"	888	1102	214	5	"yes"	7.00488198971286	1121	7.02197642307216	"wrong"	2	2	2	1	1	1.5	-9	"I"	"I"	"I"	"no"
"t02"	18	"18 t02"	1	"A1"	"2"	21	"male"	"right"	"Other"	118	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"mismatch"	"u"	"yes"	856	1615	759	5	"yes"	7.38709023565676	1327	7.19067603433221	"correct"	3	2	3	4	3	3	-3	"I"	"I"	"I"	"no"
"t02"	28	"28 t02"	1	"C2"	"2"	22	"female"	"right"	"Ferdy"	171	"t02_2_p3_2_mono.wav"	"la l'vrette"	"yes"	"yes"	"match"	"r"	"yes"	888	1460	572	5	"yes"	7.28619171470238	1056	6.96224346426621	"correct"	2	1	2	1	1	1.25	-8	"I"	"I"	"I"	"no"
"t02"	10	"10 t02"	1	"C1"	"2"	19	"female"	"left"	"Other"	171	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"mismatch"	"u"	"yes"	856	1235	379	1	"yes"	7.11882624906208	1550	7.34601020991329	"correct"	3	3	1	2	3	2.25	4	"I"	"I"	"I"	"no"
"t02"	9	"9 t02"	1	"C1"	"1"	18	"female"	"right"	"Other"	171	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"match"	"u"	"yes"	856	2576	1720	5	"yes"	7.85399308722424	1840	7.51752085060303	"correct"	3	4	3	4	2	3.25	-3	"I"	"I"	"I"	"no"
"t02"	33	"33 t02"	1	"C1"	"1"	18	"female"	"right"	"Ilse"	171	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"match"	"u"	"yes"	856	1246	390	5	"yes"	7.1276936993474	996	6.9037472575846	"correct"	3	2	3	4	2	2.75	6	"I"	"I"	"I"	"no"
"t02"	34	"34 t02"	1	"C1"	"2"	18	"female"	"right"	"Ilse"	171	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"mismatch"	"u"	"yes"	856	1110	254	5	"yes"	7.01211529430638	1337	7.19818357710194	"correct"	3	2	3	3	4	3	-5	"I"	"I"	"I"	"no"
"t02"	2	"2 t02"	1	"A1"	"2"	21	"female"	"right"	"Other"	118	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"mismatch"	"u"	"yes"	856	1256	400	5	"yes"	7.13568734702814	1686	7.4301141385618	"correct"	3	2	2	3	2	2.25	-2	"I"	"I"	"I"	"no"
"t02"	6	"6 t02"	1	"B1"	"2"	20	"female"	"right"	"Other"	33	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"mismatch"	"u"	"yes"	856	1089	233	5	"yes"	6.99301512293296	1230	7.11476944836646	"correct"	3	1	2	2	1	1.5	-5	"I"	"I"	"I"	"no"
"t02"	50	"50 t02"	1	"B2"	"2"	18	"female"	"right"	"Nadia"	33	"t02_2_p3_2_mono.wav"	"la l'vrette"	"yes"	"yes"	"match"	"r"	"yes"	888	1220	332	5	"yes"	7.1066061377273	1288	7.1608459066643	"correct"	3	2	2	5	2	2.75	8	"I"	"I"	"I"	"no"
"t02"	30	"30 t02"	1	"D1"	"2"	18	"female"	"right"	"Nadia"	56	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"mismatch"	"u"	"yes"	856	1720	864	5	"yes"	7.4500795698075	1570	7.35883089834235	"correct"	3	1	2	2	1	1.5	1	"I"	"I"	"I"	"no"
"t02"	22	"22 t02"	1	"B1"	"2"	22	"female"	"right"	"Ferdy"	33	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"mismatch"	"u"	"yes"	856	1110	254	5	"yes"	7.01211529430638	2931	7.98309894071089	"correct"	3	2	2	2	2	2	-6	"I"	"I"	"I"	"no"
"t02"	32	"32 t02"	1	"D2"	"2"	18	"male"	"right"	"Other"	56	"t02_2_p3_2_mono.wav"	"la l'vrette"	"yes"	"yes"	"match"	"r"	"yes"	888	1441	553	5	"yes"	7.27309259599952	2792	7.93451346388226	"wrong"	3	1	1	1	1	1	-4	"I"	"I"	"I"	"no"
"t02"	25	"25 t02"	1	"C1"	"1"	18	"female"	"right"	"Ferdy"	171	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"match"	"u"	"yes"	856	2194	1338	5	"yes"	7.69348164083518	1147	7.04490511712937	"correct"	6	4	4	4	3	3.75	-15	"I"	"I"	"I"	"no"
"t02"	3	"3 t02"	1	"A2"	"1"	23	"female"	"left"	"Other"	118	"t02_2_p3_2_mono.wav"	"la l'vrette"	"yes"	"yes"	"mismatch"	"r"	"yes"	888	1165	277	1	"yes"	7.0604763659998	1762	7.47420480649612	"correct"	3.5	2	2	3	2	2.25	-3	"I"	"I"	"I"	"no"
"t02"	46	"46 t02"	1	"A2"	"2"	22	"female"	"right"	"Ilse"	118	"t02_2_p3_2_mono.wav"	"la l'vrette"	"yes"	"yes"	"match"	"r"	"yes"	888	1620	732	5	"yes"	7.39018142822643	2394	7.78072088611792	"correct"	3	2	2	3	2	2.25	-2	"I"	"I"	"I"	"no"
"t02"	43	"43 t02"	1	"A1"	"1"	18	"male"	"right"	"Ilse"	118	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"match"	"u"	"yes"	856	1232	376	5	"yes"	7.11639414409346	1381	7.23056315340929	"correct"	3	3	1	5	2	2.75	11	"I"	"I"	"I"	"no"
"t02"	51	"51 t02"	1	"B1"	"2"	18	"female"	"right"	"Nadia"	33	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"mismatch"	"u"	"yes"	856	1729	873	5	"yes"	7.45529848568329	1921	7.56060116276856	"wrong"	6	4	4	4	4	4	-7	"I"	"I"	"I"	"no"
"t02"	29	"29 t02"	1	"D1"	"1"	24	"female"	"right"	"Nadia"	56	"t02_1_p1_2_mono.wav"	"la levrette"	"yes"	"yes"	"match"	"u"	"yes"	856	1502	646	5	"yes"	7.31455283232408	1874	7.53583046279837	"correct"	6	2	3	4	2	2.75	-9	"I"	"I"	"I"	"no"
"t03"	13	"13 t03"	1	"D1"	"1"	21	"male"	"right"	"Nadia"	8	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"match"	"u"	"yes"	947	2059	1112	5	"yes"	7.62997570702779	2888	7.96831950001272	"correct"	3	3	3	4	2	3	3	"I"	"I"	"I"	"no"
"t03"	11	"11 t03"	1	"C2"	"1"	20	"female"	"right"	"Other"	140	"t03_2_p2_2_mono.wav"	"la m'notte"	"yes"	"yes"	"mismatch"	"r"	"yes"	889	980	91	5	"yes"	6.88755257166462	1062	6.96790920180188	"correct"	3	1	2	2	1	1.5	7	"I"	"I"	"I"	"no"
"t03"	35	"35 t03"	1	"C2"	"1"	20	"male"	"left"	"Other"	140	"t03_2_p2_2_mono.wav"	"la m'notte"	"yes"	"yes"	"mismatch"	"r"	"yes"	889	1242	353	1	"yes"	7.12447826249342	2424	7.7931743471892	"correct"	3	2	2	2	1	1.75	4	"I"	"I"	"I"	"no"
"t03"	20	"20 t03"	1	"A2"	"2"	21	"male"	"right"	"Other"	136	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"mismatch"	"u"	"yes"	947	1773	826	5	"yes"	7.48042830607421	1536	7.33693691370762	"correct"	2	3	2	2	1	2	-2	"I"	"I"	"I"	"no"
"t03"	30	"30 t03"	1	"D1"	"2"	18	"female"	"right"	"Nadia"	8	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"mismatch"	"u"	"yes"	947	1363	416	5	"yes"	7.21744343169653	2198	7.69530313496357	"correct"	3	1	2	2	1	1.5	1	"I"	"I"	"I"	"no"
"t03"	49	"49 t03"	1	"B2"	"1"	19	"female"	"left"	"Other"	159	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"match"	"u"	"yes"	947	1135	188	1	"yes"	7.0343879299155	2206	7.69893619981345	"correct"	3	1	1	2	2	1.5	-2	"I"	"I"	"I"	"no"
"t03"	21	"21 t03"	1	"B1"	"1"	18	"female"	"right"	"Other"	159	"t03_2_p2_2_mono.wav"	"la m'notte"	"yes"	"yes"	"mismatch"	"r"	"yes"	889	1512	623	5	"yes"	7.32118855673948	1238	7.12125245324454	"correct"	3	2	1	2	2	1.75	-5	"I"	"I"	"I"	"no"
"t03"	50	"50 t03"	1	"B2"	"2"	18	"female"	"right"	"Nadia"	159	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"mismatch"	"u"	"yes"	947	1341	394	5	"yes"	7.20117088328168	2645	7.8804263442924	"correct"	3	2	2	5	2	2.75	8	"I"	"I"	"I"	"no"
"t03"	10	"10 t03"	1	"C1"	"2"	19	"female"	"left"	"Other"	140	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"mismatch"	"u"	"yes"	947	1086	139	1	"yes"	6.99025650049388	1421	7.2591161280971	"correct"	3	3	1	2	3	2.25	4	"I"	"I"	"I"	"no"
"t03"	36	"36 t03"	1	"C2"	"2"	21	"male"	"right"	"Other"	140	"t03_2_p2_2_mono.wav"	"la m'notte"	"yes"	"yes"	"match"	"r"	"yes"	889	1107	218	5	"yes"	7.00940893270864	1812	7.50218648660292	"correct"	3	2	3	4	2	2.75	-12	"I"	"I"	"I"	"no"
"t03"	15	"15 t03"	1	"D1"	"1"	20	"female"	"right"	"Other"	8	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"match"	"u"	"yes"	947	1318	371	5	"yes"	7.18387071506245	2616	7.86940171257709	"correct"	6	4	3	3	3	3.25	-4	"I"	"I"	"I"	"no"
"t03"	5	"5 t03"	1	"B1"	"1"	20	"female"	"right"	"Other"	159	"t03_2_p2_2_mono.wav"	"la m'notte"	"yes"	"yes"	"mismatch"	"r"	"yes"	889	1970	1081	5	"yes"	7.58578882173203	941	6.84694313958538	"correct"	2	2	2	2	3	2.25	-3	"I"	"I"	"I"	"no"
"t03"	9	"9 t03"	1	"C1"	"1"	18	"female"	"right"	"Other"	140	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"match"	"u"	"yes"	947	1379	432	5	"yes"	7.2291138777933	2746	7.91790058632792	"correct"	3	4	3	4	2	3.25	-3	"I"	"I"	"I"	"no"
"t03"	41	"41 t03"	1	"D1"	"1"	19	"male"	"right"	"Ilse"	8	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"match"	"u"	"yes"	947	2785	1838	5	"yes"	7.93200315236138	2178	7.68616230349291	"correct"	3	3	3	3	2	2.75	-6	"I"	"I"	"I"	"no"
"t03"	23	"23 t03"	1	"B2"	"1"	23	"female"	"right"	"Ferdy"	159	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"match"	"u"	"yes"	947	1026	79	5	"yes"	6.93342302573071	1661	7.41517510961329	"correct"	3	3	2	2	1	2	NA	"I"	"I"	"I"	"no"
