Subject	Age	Handedness	ResearcherID	SessionTime	Sex	Block	CorrectLeft	CorrectRight	Stimulus.CRESP	Stimulus.RESP	Stimulus.ACC	Stimulus.RT	Stimulus8
1	22	right	Other	15:23:43	female	1	1	5	5	5	1	2155	cheveux
1	22	right	Other	15:23:43	female	2	5	1	1	1	1	1226	soumon
1	22	right	Other	15:23:43	female	3	1	5	5	5	1	1485	cloche
1	22	right	Other	15:23:43	female	4	1	5	5	5	1	1560	fascine
1	22	right	Other	15:23:43	female	5	5	1	1	1	1	851	huif
1	22	right	Other	15:23:43	female	6	1	5	5	5	1	1230	semonce
1	22	right	Other	15:23:43	female	7	1	5	5	1	0	1189	canoter 
1	22	right	Other	15:23:43	female	8	1	5	5	5	1	744	infâme
1	22	right	Other	15:23:43	female	9	1	5	5	5	1	1145	fourmi
1	22	right	Other	15:23:43	female	10	1	5	5	1	0	1065	cadenas
1	22	right	Other	15:23:43	female	11	1	5	5	5	1	1679	racaille
1	22	right	Other	15:23:43	female	12	5	1	1	5	0	886	pourcine
1	22	right	Other	15:23:43	female	13	1	5	5	5	1	1866	œillet
1	22	right	Other	15:23:43	female	14	5	1	1	1	1	815	raplaner
1	22	right	Other	15:23:43	female	15	5	1	1	5	0	701	plaiser
1	22	right	Other	15:23:43	female	16	5	1	1	5	0	1209	cerveler
1	22	right	Other	15:23:43	female	17	5	1	1	5	0	993	endifier
1	22	right	Other	15:23:43	female	18	5	1	1	5	0	1479	jamain
1	22	right	Other	15:23:43	female	19	1	5	5	1	0	1179	ennemi
1	22	right	Other	15:23:43	female	20	1	5	5	5	1	729	pouce
1	22	right	Other	15:23:43	female	21	5	1	1	1	1	730	metter
1	22	right	Other	15:23:43	female	22	1	5	5	1	0	1350	fosse
1	22	right	Other	15:23:43	female	23	1	5	5	5	1	677	inciter
1	22	right	Other	15:23:43	female	24	1	5	5	5	1	701	salière
1	22	right	Other	15:23:43	female	25	1	5	5	5	1	707	fouet
1	22	right	Other	15:23:43	female	26	5	1	1	5	0	1011	cessure
1	22	right	Other	15:23:43	female	27	1	5	5	1	0	782	clouer
1	22	right	Other	15:23:43	female	28	1	5	5	1	0	1015	mappemonde
1	22	right	Other	15:23:43	female	29	5	1	1	5	0	1292	gloque
1	22	right	Other	15:23:43	female	30	1	5	5	5	1	744	lézard
1	22	right	Other	15:23:43	female	31	5	1	1	5	0	1422	sacher
1	22	right	Other	15:23:43	female	32	1	5	5	5	1	721	nouer
1	22	right	Other	15:23:43	female	33	1	5	5	5	1	1591	occire
1	22	right	Other	15:23:43	female	34	5	1	1	5	0	811	écouce
1	22	right	Other	15:23:43	female	35	5	1	1	1	1	951	osseaux
1	22	right	Other	15:23:43	female	36	5	1	1	1	1	1119	rejoute
1	22	right	Other	15:23:43	female	37	1	5	5	1	0	887	escroc
1	22	right	Other	15:23:43	female	38	1	5	5	5	1	1377	hache
1	22	right	Other	15:23:43	female	39	5	1	1	5	0	1498	parchance
1	22	right	Other	15:23:43	female	40	1	5	5	1	0	745	pinceau
1	22	right	Other	15:23:43	female	41	1	5	5	5	1	589	poisson
1	22	right	Other	15:23:43	female	42	1	5	5	1	0	842	robinet
1	22	right	Other	15:23:43	female	43	1	5	5	5	1	2548	amadouer
1	22	right	Other	15:23:43	female	44	1	5	5	1	0	822	peigne
1	22	right	Other	15:23:43	female	45	5	1	1	1	1	1864	retruire
1	22	right	Other	15:23:43	female	46	1	5	5	1	0	1053	crayon
1	22	right	Other	15:23:43	female	47	5	1	1	5	0	1546	sentuelle
1	22	right	Other	15:23:43	female	48	1	5	5	5	1	1170	alourdir
1	22	right	Other	15:23:43	female	49	1	5	5	1	0	1320	marteau
1	22	right	Other	15:23:43	female	50	1	5	5	1	0	987	esquif
1	22	right	Other	15:23:43	female	51	1	5	5	5	1	966	treillage
1	22	right	Other	15:23:43	female	52	1	5	5	1	0	2380	dauphin
1	22	right	Other	15:23:43	female	53	1	5	5	5	1	1168	orgueil
1	22	right	Other	15:23:43	female	54	1	5	5	5	1	2115	amorce
1	22	right	Other	15:23:43	female	55	1	5	5	5	1	1054	cintre
1	22	right	Other	15:23:43	female	56	1	5	5	1	0	2530	chameau
1	22	right	Other	15:23:43	female	57	1	5	5	5	1	914	bouton
1	22	right	Other	15:23:43	female	58	1	5	5	1	0	833	capeline
1	22	right	Other	15:23:43	female	59	1	5	5	5	1	965	lanière
1	22	right	Other	15:23:43	female	60	5	1	1	1	1	1221	honteur
1	22	right	Other	15:23:43	female	61	1	5	5	5	1	920	abêtir
1	22	right	Other	15:23:43	female	62	1	5	5	5	1	1332	fenêtre
1	22	right	Other	15:23:43	female	63	1	5	5	5	1	1670	écureuil 
1	22	right	Other	15:23:43	female	64	1	5	5	1	0	551	caddie
1	22	right	Other	15:23:43	female	65	5	1	1	5	0	848	détume
1	22	right	Other	15:23:43	female	66	5	1	1	5	0	1687	oeuiller
1	22	right	Other	15:23:43	female	67	1	5	5	1	0	569	balai
1	22	right	Other	15:23:43	female	68	5	1	1	5	0	1199	prioche
1	22	right	Other	15:23:43	female	69	1	5	5	1	0	1456	vicelard
1	22	right	Other	15:23:43	female	70	5	1	1	5	0	573	joueux
1	22	right	Other	15:23:43	female	71	5	1	1	5	0	970	agire
1	22	right	Other	15:23:43	female	72	1	5	5	5	1	1268	éventail
1	22	right	Other	15:23:43	female	73	5	1	1	5	0	701	boutard
1	22	right	Other	15:23:43	female	74	1	5	5	1	0	656	panier
1	22	right	Other	15:23:43	female	75	1	5	5	1	0	2431	citrouille
1	22	right	Other	15:23:43	female	76	1	5	5	5	1	870	bouilloire
1	22	right	Other	15:23:43	female	77	5	1	1	5	0	1021	parir
1	22	right	Other	15:23:43	female	78	1	5	5	1	0	1561	remporter
1	22	right	Other	15:23:43	female	79	5	1	1	5	0	1835	procoreux
1	22	right	Other	15:23:43	female	80	1	5	5	1	0	1466	tanin
1	22	right	Other	15:23:43	female	81	1	5	5	5	1	2954	église
1	22	right	Other	15:23:43	female	82	1	5	5	5	1	1392	indicible
1	22	right	Other	15:23:43	female	83	5	1	1	5	0	1902	réporce
1	22	right	Other	15:23:43	female	84	1	5	5	5	1	1427	mignon
10	19	left	Other	11:16:40	female	1	1	5	1	5	0	2799	cheveux
10	19	left	Other	11:16:40	female	2	5	1	5	5	1	970	soumon
10	19	left	Other	11:16:40	female	3	1	5	1	5	0	1066	cloche
10	19	left	Other	11:16:40	female	4	1	5	1	1	1	1122	fascine
10	19	left	Other	11:16:40	female	5	5	1	5	5	1	966	huif
10	19	left	Other	11:16:40	female	6	1	5	1	1	1	721	semonce
10	19	left	Other	11:16:40	female	7	1	5	1	5	0	748	canoter 
10	19	left	Other	11:16:40	female	8	1	5	1	1	1	1310	infâme
10	19	left	Other	11:16:40	female	9	1	5	1	1	1	939	fourmi
10	19	left	Other	11:16:40	female	10	1	5	1	5	0	678	cadenas
10	19	left	Other	11:16:40	female	11	1	5	1	1	1	1478	racaille
10	19	left	Other	11:16:40	female	12	5	1	5	1	0	1420	pourcine
10	19	left	Other	11:16:40	female	13	1	5	1	5	0	840	œillet
10	19	left	Other	11:16:40	female	14	5	1	5	5	1	772	raplaner
10	19	left	Other	11:16:40	female	15	5	1	5	1	0	576	plaiser
10	19	left	Other	11:16:40	female	16	5	1	5	1	0	861	cerveler
10	19	left	Other	11:16:40	female	17	5	1	5	5	1	824	endifier
10	19	left	Other	11:16:40	female	18	5	1	5	1	0	1033	jamain
10	19	left	Other	11:16:40	female	19	1	5	1	5	0	1522	ennemi
10	19	left	Other	11:16:40	female	20	1	5	1	1	1	643	pouce
10	19	left	Other	11:16:40	female	21	5	1	5	1	0	718	metter
10	19	left	Other	11:16:40	female	22	1	5	1	1	1	911	fosse
10	19	left	Other	11:16:40	female	23	1	5	1	1	1	1173	inciter
10	19	left	Other	11:16:40	female	24	1	5	1	1	1	1043	salière
10	19	left	Other	11:16:40	female	25	1	5	1	1	1	751	fouet
10	19	left	Other	11:16:40	female	26	5	1	5	1	0	761	cessure
10	19	left	Other	11:16:40	female	27	1	5	1	1	1	707	clouer
10	19	left	Other	11:16:40	female	28	1	5	1	5	0	791	mappemonde
10	19	left	Other	11:16:40	female	29	5	1	5	5	1	900	gloque
10	19	left	Other	11:16:40	female	30	1	5	1	1	1	729	lézard
10	19	left	Other	11:16:40	female	31	5	1	5	1	0	1056	sacher
10	19	left	Other	11:16:40	female	32	1	5	1	1	1	575	nouer
10	19	left	Other	11:16:40	female	33	1	5	1	5	0	648	occire
10	19	left	Other	11:16:40	female	34	5	1	5	1	0	1268	écouce
10	19	left	Other	11:16:40	female	35	5	1	5	5	1	1381	osseaux
10	19	left	Other	11:16:40	female	36	5	1	5	5	1	1078	rejoute
10	19	left	Other	11:16:40	female	37	1	5	1	5	0	862	escroc
10	19	left	Other	11:16:40	female	38	1	5	1	5	0	862	hache
10	19	left	Other	11:16:40	female	39	5	1	5	5	1	929	parchance
10	19	left	Other	11:16:40	female	40	1	5	1	5	0	822	pinceau
10	19	left	Other	11:16:40	female	41	1	5	1	1	1	684	poisson
10	19	left	Other	11:16:40	female	42	1	5	1	5	0	876	robinet
10	19	left	Other	11:16:40	female	43	1	5	1	5	0	1520	amadouer
10	19	left	Other	11:16:40	female	44	1	5	1	1	1	1123	peigne
10	19	left	Other	11:16:40	female	45	5	1	5	1	0	1208	retruire
10	19	left	Other	11:16:40	female	46	1	5	1	1	1	643	crayon
10	19	left	Other	11:16:40	female	47	5	1	5	1	0	785	sentuelle
10	19	left	Other	11:16:40	female	48	1	5	1	5	0	773	alourdir
10	19	left	Other	11:16:40	female	49	1	5	1	1	1	666	marteau
10	19	left	Other	11:16:40	female	50	1	5	1	5	0	854	esquif
10	19	left	Other	11:16:40	female	51	1	5	1	5	0	727	treillage
10	19	left	Other	11:16:40	female	52	1	5	1	5	0	680	dauphin
10	19	left	Other	11:16:40	female	53	1	5	1	1	1	1252	orgueil
10	19	left	Other	11:16:40	female	54	1	5	1	1	1	815	amorce
10	19	left	Other	11:16:40	female	55	1	5	1	1	1	665	cintre
10	19	left	Other	11:16:40	female	56	1	5	1	1	1	666	chameau
10	19	left	Other	11:16:40	female	57	1	5	1	1	1	695	bouton
10	19	left	Other	11:16:40	female	58	1	5	1	5	0	787	capeline
10	19	left	Other	11:16:40	female	59	1	5	1	1	1	798	lanière
10	19	left	Other	11:16:40	female	60	5	1	5	5	1	633	honteur
10	19	left	Other	11:16:40	female	61	1	5	1	5	0	684	abêtir
10	19	left	Other	11:16:40	female	62	1	5	1	1	1	667	fenêtre
10	19	left	Other	11:16:40	female	63	1	5	1	5	0	823	écureuil 
10	19	left	Other	11:16:40	female	64	1	5	1	5	0	808	caddie
10	19	left	Other	11:16:40	female	65	5	1	5	5	1	898	détume
10	19	left	Other	11:16:40	female	66	5	1	5	1	0	813	oeuiller
10	19	left	Other	11:16:40	female	67	1	5	1	5	0	792	balai
10	19	left	Other	11:16:40	female	68	5	1	5	5	1	974	prioche
10	19	left	Other	11:16:40	female	69	1	5	1	5	0	962	vicelard
10	19	left	Other	11:16:40	female	70	5	1	5	1	0	810	joueux
10	19	left	Other	11:16:40	female	71	5	1	5	5	1	782	agire
10	19	left	Other	11:16:40	female	72	1	5	1	5	0	815	éventail
10	19	left	Other	11:16:40	female	73	5	1	5	5	1	1332	boutard
10	19	left	Other	11:16:40	female	74	1	5	1	5	0	1051	panier
10	19	left	Other	11:16:40	female	75	1	5	1	5	0	734	citrouille
10	19	left	Other	11:16:40	female	76	1	5	1	5	0	1030	bouilloire
10	19	left	Other	11:16:40	female	77	5	1	5	5	1	852	parir
10	19	left	Other	11:16:40	female	78	1	5	1	1	1	659	remporter
10	19	left	Other	11:16:40	female	79	5	1	5	5	1	826	procoreux
10	19	left	Other	11:16:40	female	80	1	5	1	1	1	1507	tanin
10	19	left	Other	11:16:40	female	81	1	5	1	1	1	787	église
10	19	left	Other	11:16:40	female	82	1	5	1	5	0	1170	indicible
10	19	left	Other	11:16:40	female	83	5	1	5	5	1	942	réporce
10	19	left	Other	11:16:40	female	84	1	5	1	1	1	754	mignon
11	20	right	Other	12:19:36	female	1	1	5	5	5	1	2393	cheveux
11	20	right	Other	12:19:36	female	2	5	1	1	1	1	1410	soumon
11	20	right	Other	12:19:36	female	3	1	5	5	1	0	585	cloche
11	20	right	Other	12:19:36	female	4	1	5	5	1	0	498	fascine
11	20	right	Other	12:19:36	female	5	5	1	1	1	1	449	huif
11	20	right	Other	12:19:36	female	6	1	5	5	1	0	404	semonce
11	20	right	Other	12:19:36	female	7	1	5	5	1	0	510	canoter 
11	20	right	Other	12:19:36	female	8	1	5	5	1	0	374	infâme
11	20	right	Other	12:19:36	female	9	1	5	5	1	0	534	fourmi
11	20	right	Other	12:19:36	female	10	1	5	5	1	0	584	cadenas
11	20	right	Other	12:19:36	female	11	1	5	5	5	1	816	racaille
11	20	right	Other	12:19:36	female	12	5	1	1	1	1	887	pourcine
11	20	right	Other	12:19:36	female	13	1	5	5	1	0	549	œillet
11	20	right	Other	12:19:36	female	14	5	1	1	1	1	461	raplaner
11	20	right	Other	12:19:36	female	15	5	1	1	5	0	584	plaiser
11	20	right	Other	12:19:36	female	16	5	1	1	1	1	488	cerveler
11	20	right	Other	12:19:36	female	17	5	1	1	1	1	470	endifier
11	20	right	Other	12:19:36	female	18	5	1	1	1	1	476	jamain
11	20	right	Other	12:19:36	female	19	1	5	5	1	0	412	ennemi
11	20	right	Other	12:19:36	female	20	1	5	5	1	0	651	pouce
11	20	right	Other	12:19:36	female	21	5	1	1	1	1	427	metter
11	20	right	Other	12:19:36	female	22	1	5	5	1	0	365	fosse
11	20	right	Other	12:19:36	female	23	1	5	5	1	0	599	inciter
11	20	right	Other	12:19:36	female	24	1	5	5	1	0	453	salière
11	20	right	Other	12:19:36	female	25	1	5	5	1	0	780	fouet
11	20	right	Other	12:19:36	female	26	5	1	1	5	0	772	cessure
11	20	right	Other	12:19:36	female	27	1	5	5	1	0	503	clouer
11	20	right	Other	12:19:36	female	28	1	5	5	1	0	532	mappemonde
11	20	right	Other	12:19:36	female	29	5	1	1	1	1	543	gloque
11	20	right	Other	12:19:36	female	30	1	5	5	1	0	1341	lézard
11	20	right	Other	12:19:36	female	31	5	1	1	5	0	711	sacher
11	20	right	Other	12:19:36	female	32	1	5	5	5	1	755	nouer
11	20	right	Other	12:19:36	female	33	1	5	5	1	0	420	occire
11	20	right	Other	12:19:36	female	34	5	1	1	1	1	406	écouce
11	20	right	Other	12:19:36	female	35	5	1	1	1	1	549	osseaux
11	20	right	Other	12:19:36	female	36	5	1	1	1	1	555	rejoute
11	20	right	Other	12:19:36	female	37	1	5	5	1	0	546	escroc
11	20	right	Other	12:19:36	female	38	1	5	5	1	0	389	hache
11	20	right	Other	12:19:36	female	39	5	1	1	1	1	425	parchance
11	20	right	Other	12:19:36	female	40	1	5	5	1	0	303	pinceau
11	20	right	Other	12:19:36	female	41	1	5	5	5	1	488	poisson
11	20	right	Other	12:19:36	female	42	1	5	5	1	0	496	robinet
11	20	right	Other	12:19:36	female	43	1	5	5	1	0	436	amadouer
11	20	right	Other	12:19:36	female	44	1	5	5	1	0	350	peigne
11	20	right	Other	12:19:36	female	45	5	1	1	1	1	457	retruire
11	20	right	Other	12:19:36	female	46	1	5	5	5	1	585	crayon
11	20	right	Other	12:19:36	female	47	5	1	1	1	1	523	sentuelle
11	20	right	Other	12:19:36	female	48	1	5	5	1	0	384	alourdir
11	20	right	Other	12:19:36	female	49	1	5	5	1	0	428	marteau
11	20	right	Other	12:19:36	female	50	1	5	5	1	0	499	esquif
11	20	right	Other	12:19:36	female	51	1	5	5	1	0	370	treillage
11	20	right	Other	12:19:36	female	52	1	5	5	1	0	601	dauphin
11	20	right	Other	12:19:36	female	53	1	5	5	1	0	525	orgueil
11	20	right	Other	12:19:36	female	54	1	5	5	1	0	536	amorce
11	20	right	Other	12:19:36	female	55	1	5	5	1	0	506	cintre
11	20	right	Other	12:19:36	female	56	1	5	5	5	1	547	chameau
11	20	right	Other	12:19:36	female	57	1	5	5	1	0	368	bouton
11	20	right	Other	12:19:36	female	58	1	5	5	1	0	698	capeline
11	20	right	Other	12:19:36	female	59	1	5	5	5	1	476	lanière
11	20	right	Other	12:19:36	female	60	5	1	1	1	1	603	honteur
11	20	right	Other	12:19:36	female	61	1	5	5	5	1	894	abêtir
11	20	right	Other	12:19:36	female	62	1	5	5	5	1	524	fenêtre
11	20	right	Other	12:19:36	female	63	1	5	5	1	0	466	écureuil 
11	20	right	Other	12:19:36	female	64	1	5	5	1	0	567	caddie
11	20	right	Other	12:19:36	female	65	5	1	1	1	1	615	détume
11	20	right	Other	12:19:36	female	66	5	1	1	1	1	717	oeuiller
11	20	right	Other	12:19:36	female	67	1	5	5	1	0	457	balai
11	20	right	Other	12:19:36	female	68	5	1	1	1	1	400	prioche
11	20	right	Other	12:19:36	female	69	1	5	5	1	0	462	vicelard
11	20	right	Other	12:19:36	female	70	5	1	1	1	1	444	joueux
11	20	right	Other	12:19:36	female	71	5	1	1	1	1	777	agire
11	20	right	Other	12:19:36	female	72	1	5	5	1	0	605	éventail
11	20	right	Other	12:19:36	female	73	5	1	1	1	1	410	boutard
11	20	right	Other	12:19:36	female	74	1	5	5	1	0	361	panier
11	20	right	Other	12:19:36	female	75	1	5	5	5	1	689	citrouille
11	20	right	Other	12:19:36	female	76	1	5	5	5	1	587	bouilloire
11	20	right	Other	12:19:36	female	77	5	1	1	1	1	536	parir
11	20	right	Other	12:19:36	female	78	1	5	5	5	1	534	remporter
11	20	right	Other	12:19:36	female	79	5	1	1	1	1	513	procoreux
11	20	right	Other	12:19:36	female	80	1	5	5	1	0	502	tanin
11	20	right	Other	12:19:36	female	81	1	5	5	1	0	340	église
11	20	right	Other	12:19:36	female	82	1	5	5	1	0	828	indicible
11	20	right	Other	12:19:36	female	83	5	1	1	1	1	953	réporce
11	20	right	Other	12:19:36	female	84	1	5	5	5	1	615	mignon
12	20	right	Ferdy	10:53:19	female	1	1	5	5	1	0	2565	cheveux
12	20	right	Ferdy	10:53:19	female	2	5	1	1	1	1	2145	soumon
12	20	right	Ferdy	10:53:19	female	3	1	5	5	5	1	2445	cloche
12	20	right	Ferdy	10:53:19	female	4	1	5	5	1	0	2063	fascine
12	20	right	Ferdy	10:53:19	female	5	5	1	1	1	1	1766	huif
12	20	right	Ferdy	10:53:19	female	6	1	5	5	5	1	1753	semonce
12	20	right	Ferdy	10:53:19	female	7	1	5	5	1	0	2524	canoter 
12	20	right	Ferdy	10:53:19	female	8	1	5	5	1	0	2759	infâme
12	20	right	Ferdy	10:53:19	female	9	1	5	5	5	1	1969	fourmi
12	20	right	Ferdy	10:53:19	female	10	1	5	5	5	1	2503	cadenas
12	20	right	Ferdy	10:53:19	female	11	1	5	5	5	1	1875	racaille
12	20	right	Ferdy	10:53:19	female	12	5	1	1	5	0	1974	pourcine
12	20	right	Ferdy	10:53:19	female	13	1	5	5	1	0	1560	œillet
12	20	right	Ferdy	10:53:19	female	14	5	1	1	1	1	1527	raplaner
12	20	right	Ferdy	10:53:19	female	15	5	1	1	5	0	1294	plaiser
12	20	right	Ferdy	10:53:19	female	16	5	1	1	1	1	2017	cerveler
12	20	right	Ferdy	10:53:19	female	17	5	1	1	1	1	2019	endifier
12	20	right	Ferdy	10:53:19	female	18	5	1	1	5	0	1155	jamain
12	20	right	Ferdy	10:53:19	female	19	1	5	5	1	0	1215	ennemi
12	20	right	Ferdy	10:53:19	female	20	1	5	5	5	1	1515	pouce
12	20	right	Ferdy	10:53:19	female	21	5	1	1	1	1	1017	metter
12	20	right	Ferdy	10:53:19	female	22	1	5	5	1	0	2911	fosse
12	20	right	Ferdy	10:53:19	female	23	1	5	5	5	1	1162	inciter
12	20	right	Ferdy	10:53:19	female	24	1	5	5	5	1	1103	salière
12	20	right	Ferdy	10:53:19	female	25	1	5	5	1	0	1799	fouet
12	20	right	Ferdy	10:53:19	female	26	5	1	1	5	0	1406	cessure
12	20	right	Ferdy	10:53:19	female	27	1	5	5	5	1	1263	clouer
12	20	right	Ferdy	10:53:19	female	28	1	5	5	1	0	1147	mappemonde
12	20	right	Ferdy	10:53:19	female	29	5	1	1	1	1	3160	gloque
12	20	right	Ferdy	10:53:19	female	30	1	5	5	1	0	1916	lézard
12	20	right	Ferdy	10:53:19	female	31	5	1	1	5	0	1247	sacher
12	20	right	Ferdy	10:53:19	female	32	1	5	5	5	1	1221	nouer
12	20	right	Ferdy	10:53:19	female	33	1	5	5	1	0	1712	occire
12	20	right	Ferdy	10:53:19	female	34	5	1	1	5	0	1132	écouce
12	20	right	Ferdy	10:53:19	female	35	5	1	1	1	1	1288	osseaux
12	20	right	Ferdy	10:53:19	female	36	5	1	1	1	1	1621	rejoute
12	20	right	Ferdy	10:53:19	female	37	1	5	5	1	0	1449	escroc
12	20	right	Ferdy	10:53:19	female	38	1	5	5	1	0	1138	hache
12	20	right	Ferdy	10:53:19	female	39	5	1	1	5	0	1130	parchance
12	20	right	Ferdy	10:53:19	female	40	1	5	5	5	1	1674	pinceau
12	20	right	Ferdy	10:53:19	female	41	1	5	5	5	1	1207	poisson
12	20	right	Ferdy	10:53:19	female	42	1	5	5	1	0	1520	robinet
12	20	right	Ferdy	10:53:19	female	43	1	5	5	1	0	1275	amadouer
12	20	right	Ferdy	10:53:19	female	44	1	5	5	1	0	1097	peigne
12	20	right	Ferdy	10:53:19	female	45	5	1	1	5	0	1118	retruire
12	20	right	Ferdy	10:53:19	female	46	1	5	5	5	1	901	crayon
12	20	right	Ferdy	10:53:19	female	47	5	1	1	5	0	1430	sentuelle
12	20	right	Ferdy	10:53:19	female	48	1	5	5	1	0	1138	alourdir
12	20	right	Ferdy	10:53:19	female	49	1	5	5	1	0	1473	marteau
12	20	right	Ferdy	10:53:19	female	50	1	5	5	1	0	1444	esquif
12	20	right	Ferdy	10:53:19	female	51	1	5	5	1	0	1553	treillage
12	20	right	Ferdy	10:53:19	female	52	1	5	5	5	1	1120	dauphin
12	20	right	Ferdy	10:53:19	female	53	1	5	5	5	1	1371	orgueil
12	20	right	Ferdy	10:53:19	female	54	1	5	5	5	1	1294	amorce
12	20	right	Ferdy	10:53:19	female	55	1	5	5	1	0	1745	cintre
12	20	right	Ferdy	10:53:19	female	56	1	5	5	5	1	1172	chameau
12	20	right	Ferdy	10:53:19	female	57	1	5	5	5	1	1124	bouton
12	20	right	Ferdy	10:53:19	female	58	1	5	5	1	0	894	capeline
12	20	right	Ferdy	10:53:19	female	59	1	5	5	5	1	1441	lanière
12	20	right	Ferdy	10:53:19	female	60	5	1	1	5	0	1749	honteur
12	20	right	Ferdy	10:53:19	female	61	1	5	5	1	0	1178	abêtir
12	20	right	Ferdy	10:53:19	female	62	1	5	5	5	1	1342	fenêtre
12	20	right	Ferdy	10:53:19	female	63	1	5	5	5	1	1040	écureuil 
12	20	right	Ferdy	10:53:19	female	64	1	5	5	1	0	834	caddie
12	20	right	Ferdy	10:53:19	female	65	5	1	1	5	0	1169	détume
12	20	right	Ferdy	10:53:19	female	66	5	1	1	1	1	925	oeuiller
12	20	right	Ferdy	10:53:19	female	67	1	5	5	1	0	796	balai
12	20	right	Ferdy	10:53:19	female	68	5	1	1	5	0	1027	prioche
12	20	right	Ferdy	10:53:19	female	69	1	5	5	1	0	1024	vicelard
12	20	right	Ferdy	10:53:19	female	70	5	1	1	5	0	703	joueux
12	20	right	Ferdy	10:53:19	female	71	5	1	1	5	0	839	agire
12	20	right	Ferdy	10:53:19	female	72	1	5	5	1	0	1125	éventail
12	20	right	Ferdy	10:53:19	female	73	5	1	1	5	0	908	boutard
12	20	right	Ferdy	10:53:19	female	74	1	5	5	1	0	1322	panier
12	20	right	Ferdy	10:53:19	female	75	1	5	5	1	0	1888	citrouille
12	20	right	Ferdy	10:53:19	female	76	1	5	5	5	1	901	bouilloire
12	20	right	Ferdy	10:53:19	female	77	5	1	1	1	1	967	parir
12	20	right	Ferdy	10:53:19	female	78	1	5	5	5	1	802	remporter
12	20	right	Ferdy	10:53:19	female	79	5	1	1	5	0	1588	procoreux
12	20	right	Ferdy	10:53:19	female	80	1	5	5	1	0	766	tanin
12	20	right	Ferdy	10:53:19	female	81	1	5	5	5	1	734	église
12	20	right	Ferdy	10:53:19	female	82	1	5	5	5	1	1282	indicible
12	20	right	Ferdy	10:53:19	female	83	5	1	1	5	0	1317	réporce
12	20	right	Ferdy	10:53:19	female	84	1	5	5	1	0	746	mignon
13	21	right	Nadia	9:58:24	male	1	1	5	5	5	1	2481	cheveux
13	21	right	Nadia	9:58:24	male	2	5	1	1	1	1	1731	soumon
13	21	right	Nadia	9:58:24	male	3	1	5	5	5	1	1363	cloche
13	21	right	Nadia	9:58:24	male	4	1	5	5	1	0	2810	fascine
13	21	right	Nadia	9:58:24	male	5	5	1	1	1	1	1283	huif
13	21	right	Nadia	9:58:24	male	6	1	5	5	5	1	996	semonce
13	21	right	Nadia	9:58:24	male	7	1	5	5	5	1	2825	canoter 
13	21	right	Nadia	9:58:24	male	8	1	5	5	5	1	1305	infâme
13	21	right	Nadia	9:58:24	male	9	1	5	5	5	1	5130	fourmi
13	21	right	Nadia	9:58:24	male	10	1	5	5	1	0	1488	cadenas
13	21	right	Nadia	9:58:24	male	11	1	5	5	5	1	1291	racaille
13	21	right	Nadia	9:58:24	male	12	5	1	1	5	0	1937	pourcine
13	21	right	Nadia	9:58:24	male	13	1	5	5	5	1	5740	œillet
13	21	right	Nadia	9:58:24	male	14	5	1	1	1	1	1293	raplaner
13	21	right	Nadia	9:58:24	male	15	5	1	1	5	0	1191	plaiser
13	21	right	Nadia	9:58:24	male	16	5	1	1	1	1	3059	cerveler
13	21	right	Nadia	9:58:24	male	17	5	1	1	5	0	3326	endifier
13	21	right	Nadia	9:58:24	male	18	5	1	1	1	1	3672	jamain
13	21	right	Nadia	9:58:24	male	19	1	5	5	1	0	2110	ennemi
13	21	right	Nadia	9:58:24	male	20	1	5	5	5	1	2915	pouce
13	21	right	Nadia	9:58:24	male	21	5	1	1	1	1	1254	metter
13	21	right	Nadia	9:58:24	male	22	1	5	5	1	0	3180	fosse
13	21	right	Nadia	9:58:24	male	23	1	5	5	5	1	3244	inciter
13	21	right	Nadia	9:58:24	male	24	1	5	5	5	1	4033	salière
13	21	right	Nadia	9:58:24	male	25	1	5	5	5	1	2236	fouet
13	21	right	Nadia	9:58:24	male	26	5	1	1	5	0	2042	cessure
13	21	right	Nadia	9:58:24	male	27	1	5	5	1	0	1772	clouer
13	21	right	Nadia	9:58:24	male	28	1	5	5	5	1	4838	mappemonde
13	21	right	Nadia	9:58:24	male	29	5	1	1	5	0	4860	gloque
13	21	right	Nadia	9:58:24	male	30	1	5	5	5	1	1823	lézard
13	21	right	Nadia	9:58:24	male	31	5	1	1	1	1	1527	sacher
13	21	right	Nadia	9:58:24	male	32	1	5	5	1	0	6946	nouer
13	21	right	Nadia	9:58:24	male	33	1	5	5	5	1	1620	occire
13	21	right	Nadia	9:58:24	male	34	5	1	1	5	0	2464	écouce
13	21	right	Nadia	9:58:24	male	35	5	1	1	1	1	5381	osseaux
13	21	right	Nadia	9:58:24	male	36	5	1	1	5	0	3432	rejoute
13	21	right	Nadia	9:58:24	male	37	1	5	5	1	0	2737	escroc
13	21	right	Nadia	9:58:24	male	38	1	5	5	5	1	1188	hache
13	21	right	Nadia	9:58:24	male	39	5	1	1	5	0	4253	parchance
13	21	right	Nadia	9:58:24	male	40	1	5	5	1	0	5364	pinceau
13	21	right	Nadia	9:58:24	male	41	1	5	5	5	1	1054	poisson
13	21	right	Nadia	9:58:24	male	42	1	5	5	1	0	2794	robinet
13	21	right	Nadia	9:58:24	male	43	1	5	5	1	0	1605	amadouer
