set	Correct	Subject	SessionTime	Block	Response.ACC	Response.RESP	Response.RT	Stimulus	group	p_universally	p_french	p_dutch	r
t01	la belette	23	12:11:09	22	0	la	1509	de wezel	1	L	L	L	no
t01	la belette	28	15:08:55	22	0	la tablet	3697	de wezel	2	L	L	L	no
t02	la levrette	40	9:11:44	6	0	le chenille	16196	de windhond	2	I	I	I	no
t02	la levrette	20	11:13:42	6	0	la chese	5509	de windhond	2	I	I	I	no
t02	la levrette	250	14:43:23	6	0	le fret	3797	de windhond	2	I	I	I	no
t02	la levrette	10	12:22:13	6	0	aet	2402	de windhond	2	I	I	I	no
t02	la levrette	249	11:17:33	6	0	le rufrEt	5577	de windhond	1	I	I	I	no
t02	la levrette	38	11:14:09	6	0	le sevalle	18573	de windhond	1	I	I	I	no
t02	la levrette	14	14:14:11	6	0	le fret	4037	de windhond	2	I	I	I	no
t02	la levrette	253	16:14:37	6	0	la fEfrEt	13685	de windhond	1	I	I	I	no
t02	la levrette	254	15:49:39	6	0	la tetre	7358	de windhond	2	I	I	I	no
t02	la levrette	27	10:17:40	6	0	la lelush	5450	de windhond	1	I	I	I	no
t02	la levrette	43	13:27:33	6	0	le recoute	18454	de windhond	1	I	I	I	no
t02	la levrette	48	11:18:20	6	0	l{'} abnot	16398	de windhond	2	I	I	I	no
t02	la levrette	29	9:45:19	6	0	le jenouille	46349	de windhond	1	I	I	I	no
t02	la levrette	34	13:16:28	6	0	le chien	10658	de windhond	2	I	I	I	no
t02	la levrette	41	13:55:09	6	0	le louvre	25038	de windhond	1	I	I	I	no
t02	la levrette	15	13:48:26	6	0	{?}	1194	de windhond	1	I	I	I	no
t02	la levrette	9	11:17:46	6	0	le levret	4046	de windhond	1	I	I	I	no
t02	la levrette	25	14:13:34	6	0	la ballet	24961	de windhond	1	I	I	I	no
t02	la levrette	32	12:11:40	6	0	la blet	12467	de windhond	2	I	I	I	no
t02	la levrette	28	15:08:55	6	0	la 	8701	de windhond	2	I	I	I	no
t02	la levrette	7	14:14:03	6	0	 La frEte	7339	de windhond	1	I	I	I	no
t02	la levrette	31	12:15:43	6	0	la fonette	13005	de windhond	1	I	I	I	no
t02	la levrette	23	12:11:09	6	0	la	1894	de windhond	1	I	I	I	no
t02	la levrette	36	9:23:20	6	0	le wesel	6643	de windhond	2	I	I	I	no
t02	la levrette	42	14:45:04	6	0	le revrEt	11116	de windhond	2	I	I	I	no
t02	la levrette	19	14:45:48	6	0	le lavret	2940	de windhond	1	I	I	I	no
t02	la levrette	21	11:41:17	6	0	le	4355	de windhond	1	I	I	I	no
t02	la levrette	46	15:40:31	6	0	la frette	11373	de windhond	2	I	I	I	no
t02	la levrette	30	11:13:11	6	0	pas	22265	de windhond	2	I	I	I	no
t02	la levrette	16	10:30:32	6	0	 la levrette	3567	de windhond	2	I	I	I	no
t02	la levrette	12	9:49:26	6	1	la levrette	2978	de windhond	2	I	I	I	no
t02	la levrette	47	11:43:45	6	0	le lEfrE	7077	de windhond	1	I	I	I	no
t02	la levrette	44	10:10:37	6	0	Le frette	6051	de windhond	2	I	I	I	no
t02	la levrette	255	16:46:32	6	0	le refret	17030	de windhond	1	I	I	I	no
t02	la levrette	33	10:16:00	6	0	le leurchien	3438	de windhond	1	I	I	I	no
t02	la levrette	256	12:06:21	6	0	le vret	10244	de windhond	2	I	I	I	no
t02	la levrette	251	12:47:23	6	0	le	2749	de windhond	1	I	I	I	no
t02	la levrette	24	12:43:06	6	0	la fret	13853	de windhond	2	I	I	I	no
t02	la levrette	22	13:15:11	6	0	{?}	3239	de windhond	2	I	I	I	no
t02	la levrette	6	12:16:10	6	0	la chmoel	20516	de windhond	2	I	I	I	no
t02	la levrette	26	16:42:55	6	0	le vineux	7246	de windhond	2	I	I	I	no
t02	la levrette	252	11:46:19	6	0	le frEt	6215	de windhond	2	I	I	I	no
t02	la levrette	45	9:18:14	6	0	le ferret	5525	de windhond	1	I	I	I	no
t02	la levrette	5	11:51:32	6	0	le levret	7213	de windhond	1	I	I	I	no
t02	la levrette	11	14:42:25	6	0	la rechien	13724	de windhond	1	I	I	I	no
t03	la menotte	10	12:22:13	11	0	l{'}abdeille	6814	het handje	2	I	I	I	no
t03	la menotte	251	12:47:23	11	0	la mainette	9539	het handje	1	I	I	I	no
t03	la menotte	19	14:45:48	11	0	la menoit	17616	het handje	1	I	I	I	no
t03	la menotte	254	15:49:39	11	0	le hand	2319	het handje	2	I	I	I	no
t03	la menotte	5	11:51:32	11	0	le minute	2922	het handje	1	I	I	I	no
t03	la menotte	12	9:49:26	11	0	la mnotte	8021	het handje	2	I	I	I	no
t03	la menotte	252	11:46:19	11	0	le mnot	10412	het handje	2	I	I	I	no
t03	la menotte	7	14:14:03	11	0	 Le munot	3805	het handje	1	I	I	I	no
t03	la menotte	29	9:45:19	11	0	la minote	5265	het handje	1	I	I	I	no
t03	la menotte	34	13:16:28	11	0	le trois	16823	het handje	2	I	I	I	no
t03	la menotte	253	16:14:37	11	0	le manoux	3656	het handje	1	I	I	I	no
t03	la menotte	16	10:30:32	11	0	la mnot	5887	het handje	2	I	I	I	no
t03	la menotte	32	12:11:40	11	0	la mans	34123	het handje	2	I	I	I	no
t03	la menotte	44	10:10:37	11	0	la motte	5221	het handje	2	I	I	I	no
t03	la menotte	256	12:06:21	11	0	la memot	6814	het handje	2	I	I	I	no
t03	la menotte	9	11:17:46	11	0	le mannot	2065	het handje	1	I	I	I	no
t03	la menotte	14	14:14:11	11	0	{INSERT}la knot	38755	het handje	2	I	I	I	no
t03	la menotte	24	12:43:06	11	0	l{'}ormant	9268	het handje	2	I	I	I	no
t03	la menotte	25	14:13:34	11	0	la pluche	12546	het handje	1	I	I	I	no
t03	la menotte	41	13:55:09	11	0	le recupant	3328	het handje	1	I	I	I	no
t03	la menotte	36	9:23:20	11	0	le vennot	14041	het handje	2	I	I	I	no
t03	la menotte	33	10:16:00	11	0	la menout	4215	het handje	1	I	I	I	no
t03	la menotte	40	9:11:44	11	0	la mnote	5477	het handje	2	I	I	I	no
t03	la menotte	11	14:42:25	11	0	la main	6027	het handje	1	I	I	I	no
t03	la menotte	6	12:16:10	11	0	le notE	12109	het handje	2	I	I	I	no
t03	la menotte	27	10:17:40	11	0	la monteur	14657	het handje	1	I	I	I	no
t03	la menotte	20	11:13:42	11	0	la notte	4584	het handje	2	I	I	I	no
t03	la menotte	15	13:48:26	11	0	le monet	5458	het handje	1	I	I	I	no
t03	la menotte	42	14:45:04	11	0	la m{.}{.}	22944	het handje	2	I	I	I	no
t03	la menotte	26	16:42:55	11	0	la 	7292	het handje	2	I	I	I	no
t03	la menotte	38	11:14:09	11	0	la menUte	7245	het handje	1	I	I	I	no
t03	la menotte	255	16:46:32	11	0	{?}	4182	het handje	1	I	I	I	no
t03	la menotte	22	13:15:11	11	0	le notte	5351	het handje	2	I	I	I	no
t03	la menotte	250	14:43:23	11	0	le not	5856	het handje	2	I	I	I	no
t03	la menotte	249	11:17:33	11	0	la puloire	8970	het handje	1	I	I	I	no
t03	la menotte	28	15:08:55	11	0	la noit	2077	het handje	2	I	I	I	no
t03	la menotte	21	11:41:17	11	0	le	2105	het handje	1	I	I	I	no
t03	la menotte	48	11:18:20	11	0	l{'} amnotte	6129	het handje	2	I	I	I	no
t03	la menotte	47	11:43:45	11	0	le menoit	4932	het handje	1	I	I	I	no
t03	la menotte	43	13:27:33	11	0	le maton	5939	het handje	1	I	I	I	no
t03	la menotte	46	15:40:31	11	0	le menote	6780	het handje	2	I	I	I	no
t03	la menotte	30	11:13:11	11	0	la mnoux	6107	het handje	2	I	I	I	no
t03	la menotte	23	12:11:09	11	0	la maison	3742	het handje	1	I	I	I	no
t03	la menotte	45	9:18:14	11	0	la mennage	8056	het handje	1	I	I	I	no
t03	la menotte	31	12:15:43	11	0		18799	het handje	1	I	I	I	no
t05	le genievre	22	13:15:11	17	0	le jenevre	4492	de jeneverbes	2	L	I	I	no
t05	le genievre	24	12:43:06	17	0	la jEnevre	11885	de jeneverbes	2	L	I	I	no
t05	le genievre	23	12:11:09	17	0	la jeneverbes	7129	de jeneverbes	1	L	I	I	no
t05	le genievre	32	12:11:40	17	0	le jenever	3525	de jeneverbes	2	L	I	I	no
t05	le genievre	34	13:16:28	17	0	la jeneve	10354	de jeneverbes	2	L	I	I	no
t05	le genievre	27	10:17:40	17	0	la jenevre	2645	de jeneverbes	1	L	I	I	no
t05	le genievre	11	14:42:25	17	0	le jenevre	9177	de jeneverbes	1	L	I	I	no
t05	le genievre	28	15:08:55	17	0	 le jenEve	5769	de jeneverbes	2	L	I	I	no
t05	le genievre	20	11:13:42	17	0	le jenevre	4277	de jeneverbes	2	L	I	I	no
t05	le genievre	14	14:14:11	17	0	le jenevrere	38383	de jeneverbes	2	L	I	I	no
t05	le genievre	255	16:46:32	17	0	le jenevre	8149	de jeneverbes	1	L	I	I	no
t05	le genievre	25	14:13:34	17	0	le jeneverbes	6636	de jeneverbes	1	L	I	I	no
t05	le genievre	7	14:14:03	17	0	Le jenevre	6126	de jeneverbes	1	L	I	I	no
t05	le genievre	44	10:10:37	17	0	le revion	5720	de jeneverbes	2	L	I	I	no
t05	le genievre	21	11:41:17	17	0	le genieve	3818	de jeneverbes	1	L	I	I	no
t05	le genievre	253	16:14:37	17	0	le chEnEvere	5998	de jeneverbes	1	L	I	I	no
t05	le genievre	6	12:16:10	17	0	{?}	7046	de jeneverbes	2	L	I	I	no
t05	le genievre	26	16:42:55	17	0	 la genevEre	9603	de jeneverbes	2	L	I	I	no
t05	le genievre	46	15:40:31	17	0	le jEnevre	5438	de jeneverbes	2	L	I	I	no
t05	le genievre	5	11:51:32	17	0	le jenEvre	22292	de jeneverbes	1	L	I	I	no
t05	le genievre	9	11:17:46	17	0	la jenevre	4954	de jeneverbes	1	L	I	I	no
t05	le genievre	41	13:55:09	17	1	le geniEvre	10969	de jeneverbes	1	L	I	I	no
t05	le genievre	249	11:17:33	17	0	le jenare	6155	de jeneverbes	1	L	I	I	no
t05	le genievre	19	14:45:48	17	0	le jenevre	5566	de jeneverbes	1	L	I	I	no
t05	le genievre	33	10:16:00	17	0	le genevre	5714	de jeneverbes	1	L	I	I	no
t05	le genievre	40	9:11:44	17	0	le jenEvre	10882	de jeneverbes	2	L	I	I	no
t05	le genievre	252	11:46:19	17	0	la jenevre	16946	de jeneverbes	2	L	I	I	no
t05	le genievre	10	12:22:13	17	0	le jenevre	11402	de jeneverbes	2	L	I	I	no
t05	le genievre	15	13:48:26	17	0	le jenevre	4347	de jeneverbes	1	L	I	I	no
t05	le genievre	16	10:30:32	17	0	le genEvre	8391	de jeneverbes	2	L	I	I	no
t05	le genievre	251	12:47:23	17	0	le genevre	8259	de jeneverbes	1	L	I	I	no
t05	le genievre	31	12:15:43	17	0	le jenevre	3199	de jeneverbes	1	L	I	I	no
t05	le genievre	30	11:13:11	17	0	la jenevrE	9614	de jeneverbes	2	L	I	I	no
t05	le genievre	254	15:49:39	17	0	la jeneve	3700	de jeneverbes	2	L	I	I	no
t05	le genievre	43	13:27:33	17	0	le jenevier	11533	de jeneverbes	1	L	I	I	no
t05	le genievre	36	9:23:20	17	0	le jeneverbes	28356	de jeneverbes	2	L	I	I	no
t05	le genievre	250	14:43:23	17	0		625	de jeneverbes	2	L	I	I	no
t05	le genievre	48	11:18:20	17	0	la jenevre	3360	de jeneverbes	2	L	I	I	no
t05	le genievre	29	9:45:19	17	0	le jenevre	5010	de jeneverbes	1	L	I	I	no
t05	le genievre	12	9:49:26	17	0	la jenEvre	8667	de jeneverbes	2	L	I	I	no
t05	le genievre	256	12:06:21	17	0	le jenEvre	4829	de jeneverbes	2	L	I	I	no
t05	le genievre	45	9:18:14	17	0	le jenevre	4479	de jeneverbes	1	L	I	I	no
t05	le genievre	47	11:43:45	17	0	le jenEvre	6451	de jeneverbes	1	L	I	I	no
t05	le genievre	42	14:45:04	17	0	le jenEvre	13085	de jeneverbes	2	L	I	I	no
t05	le genievre	38	11:14:09	17	0	le jenevre	5387	de jeneverbes	1	L	I	I	no
t06	le recel	252	11:46:19	15	0	le sEl	6976	de heling	2	I	I	I	yes
t06	le recel	48	11:18:20	15	0	l{'} orseille	5119	de heling	2	I	I	I	yes
t06	le recel	253	16:14:37	15	0	la roule	14766	de heling	1	I	I	I	yes
t06	le recel	44	10:10:37	15	0	{?}	789	de heling	2	I	I	I	yes
t06	le recel	256	12:06:21	15	0	le 	18400	de heling	2	I	I	I	yes
t06	le recel	32	12:11:40	15	0	la filleur	22699	de heling	2	I	I	I	yes
t06	le recel	30	11:13:11	15	0	la siqui	21557	de heling	2	I	I	I	yes
t06	le recel	251	12:47:23	15	0	le	3540	de heling	1	I	I	I	yes
t06	le recel	40	9:11:44	15	0	la haute	24014	de heling	2	I	I	I	yes
t06	le recel	15	13:48:26	15	0	la carous	13328	de heling	1	I	I	I	yes
t06	le recel	33	10:16:00	15	0	le corous	14699	de heling	1	I	I	I	yes
t06	le recel	254	15:49:39	15	0	le tan	14195	de heling	2	I	I	I	yes
t06	le recel	10	12:22:13	15	0	awet	6305	de heling	2	I	I	I	yes
t06	le recel	23	12:11:09	15	0	la roset	3769	de heling	1	I	I	I	yes
t06	le recel	43	13:27:33	15	0	le carus	10538	de heling	1	I	I	I	yes
t06	le recel	47	11:43:45	15	0	le rEmos	8631	de heling	1	I	I	I	yes
t06	le recel	27	10:17:40	15	0	le leusuur	8658	de heling	1	I	I	I	yes
t06	le recel	31	12:15:43	15	0	le rochelle	7932	de heling	1	I	I	I	yes
t06	le recel	46	15:40:31	15	0	le loisire	6625	de heling	2	I	I	I	yes
t06	le recel	41	13:55:09	15	0	la secus	92514	de heling	1	I	I	I	yes
t06	le recel	45	9:18:14	15	0	le mennou	10893	de heling	1	I	I	I	yes
t06	le recel	250	14:43:23	15	0	le seil	5767	de heling	2	I	I	I	yes
t06	le recel	20	11:13:42	15	0	la selle	7371	de heling	2	I	I	I	yes
t06	le recel	11	14:42:25	15	0	l{'}abdou	12479	de heling	1	I	I	I	yes
t06	le recel	24	12:43:06	15	0	l{'}orbant	4046	de heling	2	I	I	I	yes
t06	le recel	28	15:08:55	15	0	la selle	4145	de heling	2	I	I	I	yes
t06	le recel	36	9:23:20	15	0	l{'}orseil	9960	de heling	2	I	I	I	yes
t06	le recel	38	11:14:09	15	0	le 	12324	de heling	1	I	I	I	yes
t06	le recel	42	14:45:04	15	0	l{.}{.}{.}	8239	de heling	2	I	I	I	yes
t06	le recel	12	9:49:26	15	0	le resel	68279	de heling	2	I	I	I	yes
t06	le recel	29	9:45:19	15	0	le roussel	3560	de heling	1	I	I	I	yes
t06	le recel	6	12:16:10	15	0	le snell	5873	de heling	2	I	I	I	yes
t06	le recel	25	14:13:34	15	0	la senairte	13638	de heling	1	I	I	I	yes
t06	le recel	255	16:46:32	15	0	{?}	928	de heling	1	I	I	I	yes
t06	le recel	9	11:17:46	15	0	le rosseau	6138	de heling	1	I	I	I	yes
t06	le recel	14	14:14:11	15	0	le selle	27031	de heling	2	I	I	I	yes
t06	le recel	249	11:17:33	15	0	le poulouse	16269	de heling	1	I	I	I	yes
t06	le recel	22	13:15:11	15	0	la reille	10125	de heling	2	I	I	I	yes
t06	le recel	19	14:45:48	15	0	le carouseil	10117	de heling	1	I	I	I	yes
t06	le recel	16	10:30:32	15	0	l{'}orselle	4767	de heling	2	I	I	I	yes
t06	le recel	34	13:16:28	15	0	le gauche	5099	de heling	2	I	I	I	yes
t06	le recel	7	14:14:03	15	0	Le rossoun	6825	de heling	1	I	I	I	yes
t06	le recel	5	11:51:32	15	0		670	de heling	1	I	I	I	yes
t06	le recel	21	11:41:17	15	0	le	1314	de heling	1	I	I	I	yes
t06	le recel	26	16:42:55	15	0	la prioche	7406	de heling	2	I	I	I	yes
t07	la bedaine	29	9:45:19	1	0	la budElle	38058	de bierbuik	1	I	I	I	no
t07	la bedaine	256	12:06:21	1	0	le	6884	de bierbuik	2	I	I	I	no
t07	la bedaine	7	14:14:03	1	0	Le bEton	13510	de bierbuik	1	I	I	I	no
t07	la bedaine	255	16:46:32	1	0	le beudaine	11088	de bierbuik	1	I	I	I	no
t07	la bedaine	14	14:14:11	1	0	le tan	3929	de bierbuik	2	I	I	I	no
t07	la bedaine	254	15:49:39	1	0	la lelen	5775	de bierbuik	2	I	I	I	no
t07	la bedaine	31	12:15:43	1	0	le beden	16248	de bierbuik	1	I	I	I	no
t07	la bedaine	15	13:48:26	1	0	la bedun	4121	de bierbuik	1	I	I	I	no
t07	la bedaine	9	11:17:46	1	0	le bedot	4638	de bierbuik	1	I	I	I	no
t07	la bedaine	253	16:14:37	1	0	le bedune	5981	de bierbuik	1	I	I	I	no
t07	la bedaine	33	10:16:00	1	0	bandeboe	7402	de bierbuik	1	I	I	I	no
t07	la bedaine	252	11:46:19	1	0	l{'}epden	32444	de bierbuik	2	I	I	I	no
t07	la bedaine	48	11:18:20	1	0	l{'} abdenne	8180	de bierbuik	2	I	I	I	no
t07	la bedaine	32	12:11:40	1	0	le chivet	16765	de bierbuik	2	I	I	I	no
t07	la bedaine	27	10:17:40	1	0	la binbon	12419	de bierbuik	1	I	I	I	no
t07	la bedaine	12	9:49:26	1	0	le {?}	48696	de bierbuik	2	I	I	I	no
t07	la bedaine	42	14:45:04	1	0	le{.}{.}{.}	33723	de bierbuik	2	I	I	I	no
t07	la bedaine	46	15:40:31	1	0	la lAbdene	8020	de bierbuik	2	I	I	I	no
t07	la bedaine	41	13:55:09	1	0	la bulette	17821	de bierbuik	1	I	I	I	no
t07	la bedaine	25	14:13:34	1	0	la berballE	16398	de bierbuik	1	I	I	I	no
t07	la bedaine	5	11:51:32	1	0		6426	de bierbuik	1	I	I	I	no
t07	la bedaine	34	13:16:28	1	0	l{'}abdin	11289	de bierbuik	2	I	I	I	no
t07	la bedaine	20	11:13:42	1	0	l{'}abden	6289	de bierbuik	2	I	I	I	no
t07	la bedaine	44	10:10:37	1	0	{?}	3278	de bierbuik	2	I	I	I	no
t07	la bedaine	28	15:08:55	1	0	le dan	7313	de bierbuik	2	I	I	I	no
t07	la bedaine	43	13:27:33	1	0	la budonne	3222	de bierbuik	1	I	I	I	no
t07	la bedaine	251	12:47:23	1	0	le	8795	de bierbuik	1	I	I	I	no
t07	la bedaine	26	16:42:55	1	0	la plume	6328	de bierbuik	2	I	I	I	no
t07	la bedaine	16	10:30:32	1	0	labdEne	17849	de bierbuik	2	I	I	I	no
t07	la bedaine	21	11:41:17	1	0	le	6755	de bierbuik	1	I	I	I	no
t07	la bedaine	250	14:43:23	1	0	la tEnte	5755	de bierbuik	2	I	I	I	no
t07	la bedaine	10	12:22:13	1	0	kjhp	8211	de bierbuik	2	I	I	I	no
t07	la bedaine	249	11:17:33	1	0	le budelle	9980	de bierbuik	1	I	I	I	no
t07	la bedaine	23	12:11:09	1	0	la bullit	9926	de bierbuik	1	I	I	I	no
t07	la bedaine	19	14:45:48	1	0	le bin	5763	de bierbuik	1	I	I	I	no
t07	la bedaine	40	9:11:44	1	0	l{'}ardenne	16642	de bierbuik	2	I	I	I	no
t07	la bedaine	6	12:16:10	1	0	la lEpdans	22241	de bierbuik	2	I	I	I	no
t07	la bedaine	47	11:43:45	1	0	le bEdon	11199	de bierbuik	1	I	I	I	no
t07	la bedaine	38	11:14:09	1	0	le bulet	4882	de bierbuik	1	I	I	I	no
t07	la bedaine	45	9:18:14	1	0	le buden	3977	de bierbuik	1	I	I	I	no
t07	la bedaine	24	12:43:06	1	0	la scousse	12226	de bierbuik	2	I	I	I	no
t07	la bedaine	30	11:13:11	1	0	le bnoux	17746	de bierbuik	2	I	I	I	no
t07	la bedaine	36	9:23:20	1	0	la 	38893	de bierbuik	2	I	I	I	no
t07	la bedaine	22	13:15:11	1	0	le pnou	9362	de bierbuik	2	I	I	I	no
t07	la bedaine	11	14:42:25	1	0	l{'} abdent	3772	de bierbuik	1	I	I	I	no
t08	la semelle	27	10:17:40	19	0	la sheneve	4115	de schoenzool	1	L	I	L	no
t08	la semelle	24	12:43:06	19	0	la smElle	9191	de schoenzool	2	L	I	L	no
t08	la semelle	33	10:16:00	19	0	le chemicille	9939	de schoenzool	1	L	I	L	no
t08	la semelle	28	15:08:55	19	0	la smiel	2214	de schoenzool	2	L	I	L	no
t08	la semelle	40	9:11:44	19	0	la smelle	4928	de schoenzool	2	L	I	L	no
t08	la semelle	32	12:11:40	19	0	la smelle	38205	de schoenzool	2	L	I	L	no
t08	la semelle	25	14:13:34	19	0	la seranition	17760	de schoenzool	1	L	I	L	no
t08	la semelle	251	12:47:23	19	0	la piedo	4872	de schoenzool	1	L	I	L	no
t08	la semelle	29	9:45:19	19	0	la semeille	6786	de schoenzool	1	L	I	L	no
t08	la semelle	10	12:22:13	19	0	ht	1378	de schoenzool	2	L	I	L	no
t08	la semelle	5	11:51:32	19	0		182	de schoenzool	1	L	I	L	no
t08	la semelle	44	10:10:37	19	0	la smElle	19876	de schoenzool	2	L	I	L	no
t08	la semelle	249	11:17:33	19	0	le soubon	15227	de schoenzool	1	L	I	L	no
t08	la semelle	254	15:49:39	19	0	le smell	1641	de schoenzool	2	L	I	L	no
t08	la semelle	250	14:43:23	19	0	le resmeille	5279	de schoenzool	2	L	I	L	no
t08	la semelle	6	12:16:10	19	0	la smel	3695	de schoenzool	2	L	I	L	no
t08	la semelle	36	9:23:20	19	0	la smelliant	23797	de schoenzool	2	L	I	L	no
t08	la semelle	46	15:40:31	19	0	le smEle	4944	de schoenzool	2	L	I	L	no
t08	la semelle	255	16:46:32	19	0	le seumel	6281	de schoenzool	1	L	I	L	no
t08	la semelle	252	11:46:19	19	0	le sool	21687	de schoenzool	2	L	I	L	no
t08	la semelle	34	13:16:28	19	0	la smell	4260	de schoenzool	2	L	I	L	no
t08	la semelle	41	13:55:09	19	0	la someille	9397	de schoenzool	1	L	I	L	no
t08	la semelle	45	9:18:14	19	0	la salouse	9151	de schoenzool	1	L	I	L	no
t08	la semelle	14	14:14:11	19	0	 le smelle	16173	de schoenzool	2	L	I	L	no
t08	la semelle	31	12:15:43	19	0	le semele	5774	de schoenzool	1	L	I	L	no
t08	la semelle	38	11:14:09	19	0	la sevage	37428	de schoenzool	1	L	I	L	no
t08	la semelle	26	16:42:55	19	0	la smeile	6679	de schoenzool	2	L	I	L	no
t08	la semelle	22	13:15:11	19	0	{?}	10048	de schoenzool	2	L	I	L	no
t08	la semelle	42	14:45:04	19	0	le smEl	15123	de schoenzool	2	L	I	L	no
t08	la semelle	30	11:13:11	19	0	la smele	19429	de schoenzool	2	L	I	L	no
t08	la semelle	16	10:30:32	19	0	la smelle 	5113	de schoenzool	2	L	I	L	no
t08	la semelle	43	13:27:33	19	0	le chenel	4826	de schoenzool	1	L	I	L	no
t08	la semelle	9	11:17:46	19	0	le chouvolle	6135	de schoenzool	1	L	I	L	no
t08	la semelle	256	12:06:21	19	0	le smoulle	6491	de schoenzool	2	L	I	L	no
t08	la semelle	11	14:42:25	19	0	le shemel	10390	de schoenzool	1	L	I	L	no
t08	la semelle	20	11:13:42	19	0	la smelle	1984	de schoenzool	2	L	I	L	no
t08	la semelle	48	11:18:20	19	0	le suul	22111	de schoenzool	2	L	I	L	no
t08	la semelle	19	14:45:48	19	0	le fetemous	19956	de schoenzool	1	L	I	L	no
t08	la semelle	12	9:49:26	19	0	la smEle	11438	de schoenzool	2	L	I	L	no
t08	la semelle	47	11:43:45	19	0	le semouille	9965	de schoenzool	1	L	I	L	no
t08	la semelle	7	14:14:03	19	0	Le soumille	5285	de schoenzool	1	L	I	L	no
t08	la semelle	15	13:48:26	19	0	la semene	3635	de schoenzool	1	L	I	L	no
t08	la semelle	23	12:11:09	19	0	la sumel	4041	de schoenzool	1	L	I	L	no
t08	la semelle	21	11:41:17	19	0	le	2667	de schoenzool	1	L	I	L	no
t08	la semelle	253	16:14:37	19	0	le chausure	6435	de schoenzool	1	L	I	L	no
t09	le fenouil	28	15:08:55	5	0	le vene	4503	de venkel	2	L	I	I	no
